,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
10,The Enemy Within,1994,DramaThriller,5.7 / 10,https://yts.rs/movie/the-enemy-within-1994," Colonel Casey discovers what appears to be plans by General Lloyd to use fake military excercises to assist Jack Giddings in his plans to remove President Foster from office. Colonel Casey, and President Foster must find evidence that there is a coup planned and stop it, before it takes place. Unfortunately, there isn't much time. —Brian W Martz ",9393
11,The Last Ronin,2010,Drama,7.2 / 10,https://yts.rs/movie/the-last-ronin-2010," An army of loyal samurai plot to revenge their unjustly executed lord. ",7979
12,Play for Today Robin Redbreast,1970,ComedyDrama,7.3 / 10,https://yts.rs/movie/play-for-today-robin-redbreast-1970," After a long-term relationship ends, Norah moves to a remote house in the country. The locals are friendly., if eccentric. She starts a flirtatious relationship with young gamekeeper, Rob. But events at a festival have her feeling manipulated. Only later, do the consequences of that relationship leave her trapped in a nightmare. —Igenlode Wordsmith ",7272
13,Cadavres,2009,ComedyThriller,5.4 / 10,https://yts.rs/movie/cadavres-2009," One Halloween, the alcoholic mother of good-for-nothing Raymond suddenly dies, and he throws her body in a ditch. Repenting, he calls his sister Angelie, an actress who he has not seen for ten years, to help find the corpse. But the corpse they bring back in the ruined family home is not that of their mother. The brother and the sister start a sinister adventure involving two gangsters in dire straits, two chilling dealers, a dishonest artist agent, a terribly stupid cop, and a horde of pigs. —benmo ",5555
14,Gierek,2022,BiographyDrama,4.2 / 10,https://yts.rs/movie/gierek-2022," A film about a man with a breakthrough history of Poland in the background. Edward Gierek is one of the most important figures of the 20th century in the collective memory of Polish people. Even though he stands in line with notables like John Paul II, Jozef Pilsudski or Lech Walesa, film industry hasn't noticed him yet. Janusz Iwanowski and Jolanta Owczarczyk, producers, decided to fill this gap. The film is set in the years 1970-1982, when Edward Gierek becomes First Secretary of the Central Committee of the PZPR (Central Committee of the Polish United Worker's Party) until his internment. It won't be a political film. The audience will see Edward Gierek behind the scenes of his political power. Family relations that have never seen the light of day are an essential part of this story. The filming was preceded by months of preparations and rehearsals with actors as well as appearance transformations. The film was shot in the South of Poland: in Katowice, Ustron, Zawiercie, as well as in Warsaw, Deblin and the Imperial Shipyard in Gdansk. —Global Studio ",4747
15,Matthew Bourne's the Red Shoes,2020,Romance,7.5 / 10,https://yts.rs/movie/matthew-bournes-the-red-shoes-2020," The Red Shoes is a tale of obsession, possession and one girl's dream to be the greatest dancer in the world. Victoria Page lives to dance but her ambitions become a battleground between the two men who inspire her passion. ",9696
16,Les Tuche 4,2021,Comedy,4.1 / 10,https://yts.rs/movie/les-tuche-4-2021,"  ",4646
17,Dark Highlands,2018,Horror,4.2 / 10,https://yts.rs/movie/dark-highlands-2018," A Japanese artist visits the Highlands of Scotland to paint, but becomes the target of a sadistic killer. Alone, suffering from exposure and hunted, he must find a way to survive. ",6868
18,40 Year Old Virgins,2013,Documentary,5.7 / 10,https://yts.rs/movie/40-year-old-virgins-2013," The real story of Steve Carell film ",6262
19,"It's Just a Phase, Honeybunny",2021,ComedyDrama,5.2 / 10,https://yts.rs/movie/its-just-a-phase-honeybunny-2021," The successful writer Paul and the sought-after voice actress Emilia were always considered to be the absolute dream couple by friends: Harmonious, happy, successful, with three charming children named Bo, Marie and Fe. But now, in their late 40s, their relationship is threatened by a crisis. —Canon y mus ",4646
0,Propeller,2015,Documentary,8.3 / 10,https://yts.rs/movie/propeller-2015," Vans introduces its highly anticipated first-ever feature-length global skateboarding video, PROPELLER. Directed by acclaimed filmmaker Greg Hunt and featuring full parts from some of the biggest names in skateboarding alongside appearances from legends and true pioneers, PROPELLER presents a sweeping snapshot of modern skateboarding that only Vans can deliver. ",5757
1,House of Bamboo,1955,CrimeDrama,6.8 / 10,https://yts.rs/movie/house-of-bamboo-1955," In Tokyo, a ruthless gang starts holding up U.S. ammunition trains, prepared to kill any of their own members wounded during a robbery. Down-at-heel ex-serviceman Eddie Spannier arrives from the States, apparently at the invitation of one such unfortunate. But Eddie isn't quite what he seems as he manages to make contact with Sandy Dawson, who is obviously running some sort of big operation, and his plan is helped by acquaintance with Mariko, the secret Japanese wife of the dead American. —Jeremy Perkins {J-26} ",6060
2,Awakening the Zodiac,2017,CrimeDrama,4.8 / 10,https://yts.rs/movie/awakening-the-zodiac-2017," The story follows a down-on-their-luck couple who discovers a serial killer's film reels. They decide to take the law into their own hands, risking everything for the chance at a $100,000 reward. It isn't long until they find themselves in the killer's lethal cross-hairs. ",5353
3,Black Widow Business,2016,ComedyMystery,6.1 / 10,https://yts.rs/movie/black-widow-business-2016," A predatory middle-aged woman and her partner prey upon aging older men of a certain wealth. The idea is as old as the history of mankind itself: take the man's money in exchange for something pretty on his arm's and a good time (to start). You would think more than half a dozen former husbands may be a red flag and it only becomes when two daughters with their radars up seek to dig deeper into the woman taking their father's inheritance and wealth. Not that any of this is slowing the scoundrels down. —aghaemi ",4040
4,Licorice Pizza,2021,ComedyDrama,7.5 / 10,https://yts.rs/movie/licorice-pizza-2021," LICORICE PIZZA is the story of Alana Kane and Gary Valentine growing up, running around and falling in love in the San Fernando Valley, 1973. Written and Directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love. —United Artist Releasing ",138168
5,Don't Cry Peter,1964,AdventureWar,8.3 / 10,https://yts.rs/movie/dont-cry-peter-1964," Two partisan coalminers need to take three orphan children away from dangerous area to the liberated land. ",3939
6,Joseph,1995,AdventureBiography,7.6 / 10,https://yts.rs/movie/joseph-1995," The story begins in Egypt, in the marketplace of Avaris where Joseph is sold as a slave to Potiphar, the Pharaoh's Chief Steward. Joseph, the favored son of the patriarch Jacob, was given into captivity by his own envious brothers. A tireless and highly productive worker, Joseph wins his master's trust and is named steward of Potiphar's household. However, Joseph also unwittingly arouses the lust of Potiphar's wife. Luring him into her room one day, she orders Joseph to give her pleasure. But Joseph prefers punishment, even death, to betraying his master. As he flees from the room, the desperate woman tears off Joseph's garment and brandishes it as proof of her violation. As Potiphar questions him, Joseph begins to narrate the story of his past, a tale of suffering and hardship. We flash back to the time when Jacob and his family settled near the town of Schechem. It is a brief and unhappy stay, for when Jacob's daughter Dinah is ravished by the young prince of Schechem, Jacob's sons decide to exact revenge with a bloodbath - despite an agreement reached between Jacob and the Schechemites. As Jacob and his family flee, Rachel, Jacob's beloved wife, dies while giving birth to Benjamin. A few years elapse, and Jacob's older sons become increasingly resentful of their father's preference for Joseph. When Joseph turns seventeen, his father has a wonderful colored coat made for him, which further excites the jealousy of the brothers. When Joseph is sent to a distant pasture one day to look after his brothers, they seize him, tear off his coat, throw him into a dry well and, the following day, sell him as a slave to traders on their way to Egypt. This is how he enters the service of Potiphar. Despite his doubts about his wife's version of the ""rape"", Potiphar has Joseph jailed to vindicate his wife publicly. In prison, Joseph is assigned to attend two high court officials who are suspected of having stolen a bracelet from the Pharaoh. Tormented by dreams, the men ask Joseph for help. Joseph tells the cup-bearer that he will be reinstated, and the chief-baker that he will hang. Two years later, the cup-bearer remembers Joseph when the Pharaoh is unable to obtain from his priests a rational interpretation of two anguishing dreams. Joseph is summoned and predicts that after seven years of plentiful harvest, Egypt will suffer seven years of famine. Convinced, the Pharaoh appoints Joseph as his chancellor and gives him a beautiful Egyptian woman as his wife. Joseph immediately begins to put aside a fifth of the country's harvest. After seven years a murderous famine strikes, driving people from nations near and far to come to Egypt to buy grain. Among the famished, Joseph recognizes his brothers. Testing them to see if they have changed, Joseph is satisfied and reveals his identity. Finally reunited with his beloved brother Benjamin and his father Jacob, Joseph reconciles with his family, and the Pharaoh invites them to settle in Egypt as overseers of his livestock. —Anonymous ",15150
7,Moses,1995,AdventureBiography,6.7 / 10,https://yts.rs/movie/moses-1995," A retelling of the Bible story. Pharaoh Ramses II decrees the death of all Hebrew children, but Moses, placed in a basket in the Nile by his mother, is taken by a royal Princess and raised as the brother of the heir to the throne of Egypt, Mermefta. Moses is called by God to lead his people from Egypt to the promised land. A very reluctant prophet, feeling unworthy of the call, Moses accepts the task. After a series of plagues, Mermefta agrees to let the Hebrews go. With second thoughts, he pursues them to annihilation of his army in the parting of the Red Sea. Starvation is averted by manna from heaven, the ten commandments are given the people through Moses, they go astray with worship of the golden calf. Forty years of wandering in the wilderness, until finally they reach what will be their home (which Moses lives to see, but not to enter). —Bruce Cameron ",16463
8,Full Clip,2004,ActionThriller,3.2 / 10,https://yts.rs/movie/full-clip-2004," Joshua Pope (Busta Rhymes) returns to his childhood home to claim the inheritance his late father has left him only to find that the local police have turned the town upside down and are ruling with an iron fist. So, with the help of an old friend (Xzibit) and his cohorts,Pope sets out to reclaim the town he once loved...by any means necessary. Tounge and cheek 70's style action picture set in a comic book style universe. —Annonymous ",6868
9,The Frame,2014,CrimeDrama,6.6 / 10,https://yts.rs/movie/the-frame-2014," From Jamin Winans, writer and director of the cult smash hit, INK, comes a mind-bending science fiction thriller about two strangers who find their lives colliding in an impossible way. Alex (David Carranza) is a methodic cargo thief working for a dangerous cartel. Sam (Tiffany Mualem) is a determined paramedic trying to save the world while running from her past. Suddenly and mysteriously, Alex and Sam's lives crash into each other and the fabric of reality is ripped from underneath their feet. Taking on the very root of fate, destiny, and their own existence, Alex and Sam race through a maze of an ever-changing universe while being pursued by a demonic man determined to erase the world. ",8989
10,Downfall: The Case Against Boeing,2022,ActionDocumentary,7.4 / 10,https://yts.rs/movie/downfall-the-case-against-boeing-2022," Outline the tragedy that occurred between March 2019 and December 2020, when two Boeing planes mysteriously crashed, causing the deaths of 346 people. As a result, the Boeing 737 MAX passenger airliner was grounded. While the U.S. Federal Aviation Administration resisted grounding the planes initially, they quickly discovered evidence of similar accidents, and by March 18th, 2019, all 387 aircraft were grounded. ",27169
11,Oscar Peterson: Black + White,2020,Documentary,7 / 10,https://yts.rs/movie/oscar-peterson-black-white-2020," A celebration of the life and work of legendary Canadian jazz pianist Oscar Peterson. ",6363
12,Texas Chainsaw Massacre,2022,CrimeHorror,4.8 / 10,https://yts.rs/movie/texas-chainsaw-massacre-2022," After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town. ",228967
13,Iron Girl: Final Wars,2019,ActionSci-Fi,4 / 10,https://yts.rs/movie/iron-girl-final-wars-2019," An cyborg warrior woman seeks to regain her memories as she joins three-way battle between the machines, the military, and humans. ",12019
14,Deadsight,2018,Horror,4.2 / 10,https://yts.rs/movie/deadsight-2018," An amnesic blind man awakes alone in the back of an ambulance and unsuccessfully tries to contact anybody using the radio. Soon he finds zombies attacking him but he succeeds to flee to a farmhouse where he hides himself. Meanwhile the pregnant police officer Mara Madigan is lured by a sick woman and her police car is hijacked. She walks on the road and reaches the same farmhouse where the blind man is hidden. She decides to look for the ambulance to leave the place but it has run out of gas since the man, Ben Neilson, had started the car and left it working. Now Mara and Ben need to team up to escape from the zombies. —Claudio Carvalho, Rio de Janeiro, Brazil ",7979
15,Incarnation,2022,HorrorThriller,3.2 / 10,https://yts.rs/movie/incarnation-2022," The story follows a struggling young couple chasing the American dream only to realize their worst nightmare when they discover a demonic spirit in their new home. Mammon is the biblical word for the worship of wealth, and the couple discover that getting rich can come at a hefty price. —M. Wolfe ",22523
16,Finding Carlos,2022,ActionDrama,4.5 / 10,https://yts.rs/movie/finding-carlos-2022," A skateboarding teenager adjusts to living with his estranged father and finding his place in the world. Inspired by The Nutcracker and filled with music and dance, FINDING CARLOS is a movie for the entire family to enjoy. ",5959
17,A Tale of Two Guns,2022,Western,5.3 / 10,https://yts.rs/movie/a-tale-of-two-guns-2022," In the lawless West, The Cowboys a notorious brotherhood of killers and thieves reigned over the land with brutal fists and fast guns. Fate had finally caught up with them - and now the merciless gang has but a single surviving member. When a deputized gunslinger takes up the call to hunt down the last Cowboy, the chase is on and the bullets fly and only one of these hardened men can survive. —ARIO ",16059
18,Ted K,2021,BiographyCrime,6 / 10,https://yts.rs/movie/ted-k-2021," Ted K lives a life of almost complete seclusion in a simple wooden cabin in the mountains of Montana. But then this former university professor, who despises modern society and its faith in technology, becomes radicalized. What begins with local acts of sabotage, ends with deadly bomb attacks. To the outside world, Ted K becomes known as the Unabomber. Based on Ted Kaczynski's diaries and writings, Tony Stone's film is a kaleidoscopic true crime journey into the life of one of America's most complex and eccentric killers. It features a tour-de-force performance from Sharlto Copley who portrays the complexity of this unique outsider, raging at the forces of both the inescapable technological society that plagues him and his own inner demons. ",88274
19,A Banquet,2021,Horror,4.8 / 10,https://yts.rs/movie/a-banquet-2021," Widowed mother Holly is radically tested when her teenage daughter Betsey experiences a profound enlightenment and insists that her body is no longer her own, but in service to a higher power. Bound to her newfound faith Betsey refuses to eat, but loses no weight. In an agonising dilemma torn between love and fear, Holly is forced to confront the boundaries of her own beliefs. ",19190
0,I Blame Society,2020,ComedyHorror,5 / 10,https://yts.rs/movie/i-blame-society-2020," Playing a perhaps semi-fictionalized version of herself, director Gillian Horvat resolutely navigates an inspiring series of comical obstacles, skeptical intimates, and biased industry gatekeepers to get her first feature film off the ground. From a subjectively innocent initial concept that sings to fans of the 'My Favorite Murder' podcast-Gillian deftly executes the first in a series of impeccable transgressions with an unyielding allegiance to the Muse that resides within the heart of an unforgivable madness...a quality revered in cinema's greatest auteurs. Co-opting the rules of a historically exclusive game, I BLAME SOCIETY is both an amusing and alternately disturbing meta-narrative exploring the dark side of artistic vision-articulating the oft-celebrated egregious qualities deemed to be intrinsic to cinematic brilliance. ",6363
1,Book Week,2018,ActionComedy,5.9 / 10,https://yts.rs/movie/book-week-2018," A jaded high school English teacher is forced to re-evaluate his life when his novel is passed over for one of his students. ",2828
2,S He,2018,Animation,6.9 / 10,https://yts.rs/movie/s-he-2018," In the authoritarian world dominated by male shoes, female high heels are forbidden to work or even exist. Newborn baby girl shoes are transformed into male shoes so that they can work in the cigarette factory. In a birth prison, a high heel mother murders the male shoe chief to protect her daughter from being transformed into a male shoe. To feed her daughter, she uses the chief's leather coat as a gender disguise and works in the cigarette factory. When her identity is exposed, she is ruthlessly ridiculed and tortured by her colleagues and superiors. Finally, she discovers her inner energy and begins an avenge in the name of her daughter. ",3030
3,Police Destination Oasis,1982,ActionDrama,4.2 / 10,https://yts.rs/movie/police-destination-oasis-1982," Paris. In a nightclub, two girls, Annie and Pascale, follow two boys. They are drugged and wake up in a boat hold. ",5050
4,Barb and Star Go to Vista Del Mar,2021,Comedy,6.4 / 10,https://yts.rs/movie/barb-and-star-go-to-vista-del-mar-2021," The story of best friends Barb and Star, who leave their small Midwestern town for the first time to go on vacation in Vista Del Mar, Florida, where they soon find themselves tangled up in adventure, love, and a villain's evil plot to kill everyone in town. ",74336
5,Wrong Turn,2021,ActionHorror,5.4 / 10,https://yts.rs/movie/wrong-turn-2021," Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years. ",368650
6,Tuntematon venetsialainen,1970,ActionDrama,7 / 10,https://yts.rs/movie/tuntematon-venetsialainen-1970," A Venetian musician at La Fenice theatre is affected by an incurable disease. By chance he meets his ex-wife who is now living with another man. She finally realizes that she is still in love with him. —Anonymous ",1717
7,Closer Than We Think,2017,ActionBiography,7.8 / 10,https://yts.rs/movie/closer-than-we-think-2017," A documentary about the art and life of futurist imagineer Arthur Radebaugh. ",3434
8,Music,2021,DramaMusical,3.1 / 10,https://yts.rs/movie/music-2021," Zu is newly sober and finding her way in the world when she receives news that she is to become the sole guardian of her half-sister named Music, a young girl on the autism spectrum. The film explores two of Sia's favorite themes -- finding your voice and what it means to create family. ",15655
9,Willy's Wonderland,2021,ActionComedy,5.6 / 10,https://yts.rs/movie/willys-wonderland-2021," A quiet loner (Nic Cage) finds himself stranded in a remote town when his car breaks down. Unable to pay for the repairs he needs, he agrees to spend the night cleaning Willy's Wonderland, an abandoned family fun center. But this wonderland has a dark secret that the ""The Janitor"" is about to discover. He soon finds himself trapped inside Willy's and locked in an epic battle with the possessed animatronic mascots that roam the halls. To survive, he must fight his way through each of them. ",123624
10,Pienistä hetkistä parhaat,2021,ActionComedy,6.8 / 10,https://yts.rs/movie/pienista-hetkista-parhaat-2021," The film follows a teenager contentedly living the same day in an endless loop who gets his world turned upside-down when he meets a girl who's also stuck in the time warp. What follows is a love story with a fantastical twist, as the two struggle to figure out how and whether to escape their never ending day. —yusufpiskin ",55853
11,Max Havoc: Ring of Fire,2006,Action,3.2 / 10,https://yts.rs/movie/max-havoc-ring-of-fire-2006,,
12,Mong-ta-joo,2013,ActionDrama,7.5 / 10,https://yts.rs/movie/mong-ta-joo-2013," Fifteen years have passed since the girl was abducted, and suddenly a lonely flower is found at the crime scene. It was perceived as a sign indicating the possible return of a criminal who was not then found. The expiration date of the crime expires on these few days, and two days later a new abduction of the little girl takes place. —Peter-Patrick76 ([email protected]) ",5252
13,Pittsburgh,1942,ActionDrama,6.6 / 10,https://yts.rs/movie/pittsburgh-1942," Charles 'Pittsburgh' Markham rides roughshod over his friends, his lovers, and his ideals in his trek toward financial success in the Pittsburgh steel industry, only to find himself deserted and lonely at the top. When his crash comes, he finds that fate has dealt him a second chance. ",4141
14,Waterlily Jaguar,2018,ActionDrama,5.6 / 10,https://yts.rs/movie/waterlily-jaguar-2018," Bob, a famous novelist, seeks to write a more serious book, only to find himself tumbling down a spiral of obsession that may leave his most important relationships in shambles, including his marriage. ",1212
15,Modern Love,2021,ComedyDrama,5.8 / 10,https://yts.rs/movie/modern-love-2021," Modern Love is made up of 11 different tales about love, dating and relationships. From when you first meet someone, the anxiety of telling someone how you feel, internet dating, falling for someone who doesn't feel the same way, going on a first date, cheating on a partner, and divorce. Each story is a realistic look at the different aspects of love, all set in contemporary London. —Simon Aitken ",10807
16,Public Sex,2009,ComedyDrama,4.4 / 10,https://yts.rs/movie/public-sex-2009," The perils, pitfalls and wrong turns of romance in the 21st century. Aspiring journalist Dan expected so much more after graduation, but with no leads, little motivation and a girlfriend who would rather cozy up to her boss in the office, it's not exactly as he planned. In a bid to get his life back on track and coerced by his womanizing flatmate, Dan is introduced to the local al fresco sex scene. Encountering an array of weird characters looking for their dubious highs, it soon becomes clear that the scene is ripe for an expose. Dropping his inhibitions in the name of research, Dan becomes a reluctant pawn on the car park circuit, where he meets Laura and the totally unexpected happens. ",2727
17,Cleopatra Jones and the Casino of Gold,1975,Action,5.7 / 10,https://yts.rs/movie/cleopatra-jones-and-the-casino-of-gold-1975," When fellow operatives (and childhood friends) Matthew Johnson and Melvin Johnson disappear during an undercover mission in Hong Kong, Cleopatra Jones (Tamara Dobson) travels there to find them. With the help of local detective Mi Ling, Cleopatra discovers that her friends' disappearance has to do with The Dragon Lady, a much-feared blonde ""lipstick lesbian"" who runs a Macao casino and controls a major chunk of the local drug trade. —Ørnås ",505
18,If It Were Love,2020,Documentary,6.4 / 10,https://yts.rs/movie/if-it-were-love-2020," They are fifteen young dancers of various origins and horizons. They are touring Crowd, Gisèle Vienne's dance piece on the 90's rave scene. Following them from theatre to theatre, If It Were Love documents their work as well as their strange, intimate relationships. For the line becomes blurry. The stage seems to contaminate real life - unless the opposite is happening. From a dance documentary, the film thus grows into a troubling journey into our nights, our parties, our loves. ",2626
19,Saigon Metalhood (2020),2020,ActionDocumentary,5.7 / 10,https://yts.rs/movie/saigon-metalhood-2020-2020," Saigon Metalhood follows three generations of Vietnamese metalheads through the turbulent origins of heavy metal in Vietnam to the current struggles of today's scene. Grizzled Saigonese rock legend Trung Thanh Sago got his start as a teen shredding for US soldiers in the old South Vietnam, and represents the ""past"". He tells his life story, walking us through the origins of rock and metal in Vietnam, and the significant obstacles himself and the scene have faced. Now in the later stages of his life, he speaks about losing his friends to emigration and death, ongoing health problems, and the scene today. Characterising the ""present"" is former vanguard of Vietnamese extreme music, the luminary Trung Loki, recently back on the scene after a habitual absence. Initially cautious and brooding, he puffs on cigarettes while opening up about lost love, methamphetamine addiction, harrowing rehab experiences and the derailment of the scene he was so instrumental in both building and destroying. Now in his thirties and ostracized by many of his old friends, he travels 500km to his hometown to stage a sequel for a legendary gig that happened over a decade before. The ""future"" is told through the upstart agency Legacy CO, formed by a young group of friends with the lofty goal of making the Vietnamese metal scene internationally relevant. The boys attempt to make it financially viable to be a metal musician, pushing against an indifferent and sometimes hostile society while balancing their university coursework. They battle against flaky promoters, power cuts and missing instruments in their struggle to promote the genre they love. ",3030
0,The Wave I Ride,2015,Documentary,8 / 10,https://yts.rs/movie/the-wave-i-ride-2015," THE WAVE I RIDE is a surfing documentary that explores the raw human experience, inspiring viewers to look within their own story. Paige Alms grew up on the island of Maui, where the water was always part of her everyday life, and took up surfing at the age of nine. With boldness in her heart and one of the world's biggest surf spots in her backyard, it was inevitable that Paige would conquer any wave the ocean sent her way. Now 26, Paige has become Maui's big wave ambassador, living her humble life dedicated to her passion. Most recently in 2014, Paige, nominated for the Billabong XXL Women's Performance Award, is one of the few who has successfully paddled into the wave at Jaws. ",1515
1,Brash Boys Club (2020),2020,Documentary,3.2 / 10,https://yts.rs/movie/brash-boys-club-2020-2020," Brash Boys Club, one-night of stand-up, gay comedy featuring three diverse comedians each doing a half-hour set. ",2828
2,No Chance,2020,ActionComedy,4.9 / 10,https://yts.rs/movie/no-chance-2020," When a group of international criminals from his past kidnap his daughter, the world's greatest commando sets out for revenge in this action-packed parody of everything you loved about the 80's. ",1313
3,Skyrunners,2009,FamilySci-Fi,5 / 10,https://yts.rs/movie/skyrunners-2009," Fourteen-year-old Tyler encounters an alien ship which makes him appear older, inexplicably turns him into a ""Skyrunner"" with incomprehensible powers. This turns his high school life upside down, and may enable him to help his slightly clueless older brother's love life. After he is abducted by beings who intend to takeover of Earth, he must depend on his inept, lovelorn, and goofy brother to rescue him. ",1616
4,Deep down,2019,ActionDrama,7.9 / 10,https://yts.rs/movie/deep-down-2019," Mia needs someone to go with her to a fertility clinic because she will have anesthesia. She asks her ex-boyfriend to go. The story explores the interactions of the characters both before and after. ",1717
5,Positive Apocalypse,2021,ActionAdventure,3.6 / 10,https://yts.rs/movie/positive-apocalypse-2021," Set in Post Apocalyptic World, Aakash wants to return home after recovering from Alpha virus by taking unapproved vaccine and fights cannibals in deep forest to Survive where it rains continuously. ",6060
6,Find Your Groove,2020,ActionDocumentary,5.6 / 10,https://yts.rs/movie/find-your-groove-2020," In this inspiring and uplifting documentary, stars and musicians from across the industry speak to the power and importance of music in society, the lack of support for music education in our schools, and how music affects us in every way. With special appearances and powerful performances by legends and icons of the music world, the film deeply explores how music touches the soul, scientists reveal how it organically transforms and inspires the mind, enlightens the human spirit, is a great healer, the soundtrack to our lives, and the international language of humanity. This emotional documentary examines how close we came to not having many of the incredible artists who we cherish today had it not been for arts programs. Music has the power to inspire and change the world, and that starts with supporting youth via arts education. —Sunset Pictures ",909
7,Pohjois-Korean rahapaja,2020,Documentary,7.3 / 10,https://yts.rs/movie/pohjois-korean-rahapaja-2020," How is it possible that North Korea, one of the poorest countries on earth finances a nuclear weapons program large enough to challenge the USA? The answer: Bureau 39, a legendary organization nestled deep inside the government apparatus. Its aim is to procure foreign exchange by any means possible to provide Kim Jong-un's regime with money. —from Amazon ",101
8,The Big Fat Stone,2014,Drama,5.3 / 10,https://yts.rs/movie/the-big-fat-stone-2014," Big Fat Stone is a modern day tale about dreams coming true. It tells the story of Edward Rizzo: a homeless man who, simply by being at the right place at the right time, gets a chance at a new life. We join Rizzo on his emotional roller coaster in a story that will tug at your heart strings and thrill you with drama. We learn that in a single minute, in a single second, with a simple twist of fate, everything can change forever. —Anonymous ",2424
9,The Giant Robber Crab,2019,Documentary,7 / 10,https://yts.rs/movie/the-giant-robber-crab-2019," Growing to enormous size and living upwards of 100 years, the robber crab faces unique challenges on Christmas Island. ",505
