,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
17,Human Factors,2021,Drama,6.1 / 10,https://yts.rs/movie/human-factors-2021," Jan, Nina and their two kids are a cosmopolitan, middle-class family. Nina and Jan have a successful career as account executives at their advertising company, but when Jan accepts to work on the campaign of a political party, Nina's exclusion from the decision-making leads to doubting and mistrust. When they decide to spend a family weekend at their house in a coastal holiday resort, a mysterious home invasion sets everything off balance. While they try to put the incident into perspective, agitation triggers off a shake in the family core. Told through narrative loops and shifting lenses, HUMAN FACTORS unveils the fragility of truth in the hyper-mediatized world and the power of individual perspective. —Heretic Outreach ",2929
18,Monsieur Beaucaire,1946,AdventureComedy,6.9 / 10,https://yts.rs/movie/monsieur-beaucaire-1946," Beaucaire is a barber for the royal French court which becomes a real ""royal pain"" for the king. As a result he is sent to the guillotine - however he is saved by the Duc de Chandre, who rescues and transports him to the Spanish court. While there Beaucaire poses as a nobleman. The only problem is, he gets into even more trouble. —Kelly ",5050
19,The Victim,1972,CrimeDrama,6.4 / 10,https://yts.rs/movie/the-victim-1972," A wealthy woman is trapped during a storm in a house with no electricity or phone. A killer has murdered her sister, stuffed the body in the basement, and is now after her. —[email protected] ",5555
0,Vsetko co mam rad,1993,Drama,7 / 10,https://yts.rs/movie/vsetko-co-mam-rad-1993," At 38, Thomas is at a crossroads in his life. His parents are nonstop guilt-inducers, his ex-wife is always on his back, and his son is far from inspirational. Thomas himself is almost too intellectual to survive daily life. The attentions of a straightforward English teacher seem to be a way out. ",4848
1,Nymph,2009,DramaFantasy,6.2 / 10,https://yts.rs/movie/nymph-2009," An urban husband and wife travel to the jungle and learn just how precious their relationship is. ",8282
2,Lost Love,1978,Drama,6.7 / 10,https://yts.rs/movie/lost-love-1978," In a melancholic seaside town, the bodies of two lovers who committed double suicide are found on the shore. A local reporter and the dead woman's pimp begin to investigate and find out that something very suspicious is going on. ",4242
3,The Princess of Montpensier,2010,ActionDrama,6.5 / 10,https://yts.rs/movie/the-princess-of-montpensier-2010," Bertrand Tavernier is in top form with this gripping, superbly mounted drama set against the savage Catholic/Protestant wars that ripped France apart in the 16th century. Based on a novel by the celebrated Mme de Lafayette, the action centers on the love of Marie de Mezières for her dashing cousin Henri de Guise, thwarted when her father's political ambitions force her into marriage with the well-connected Philippe de Montpensier, whom she has never met. When Philippe is called away to fight, she is left in the care of Count de Chabannes, an aging nobleman with a disdain for warfare, and soon becomes exposed to the sexual and political intrigues of court. —Palm Springs Internation Film Festival ",6666
4,The Whooper Returns,2021,HorrorThriller,3.7 / 10,https://yts.rs/movie/the-whooper-returns-2021," Following the death of their mother, four estranged siblings find themselves fighting for their inheritance and for their lives when an eccentric stranger arrives, claiming their famous haunted childhood home was left to her. ",6565
5,Kimitachi ga ite boku ga ita,1964,Drama,5.6 / 10,https://yts.rs/movie/kimitachi-ga-ite-boku-ga-ita-1964," An uplifting drama about the bond between a group of high school seniors and their kind-hearted teacher, Mr. Yabuki. ",3434
6,Love After Love,2020,Drama,5.7 / 10,https://yts.rs/movie/love-after-love-2020," The film tells the story of a young girl who travels from Shanghai to Hong Kong in pursuit of education, but ends up working for her aunt seducing rich and powerful men. ",4949
7,By the Time It Gets Dark,2016,Drama,6.4 / 10,https://yts.rs/movie/by-the-time-it-gets-dark-2016," In 1970, She was student activist, a waitress who keeps changing her job, now a film director. All lives loosely connected to each others. ",3838
8,Kiganjô no bôken,1966,ActionAdventure,6.7 / 10,https://yts.rs/movie/kiganjo-no-boken-1966," Liberated from a slave auction, Osami joins with priest Ensai on a quest to find and deliver relics of the Buddha to Osami's brother in the Middle East for transport to Japan. They join with a camel caravan crossing the vast western desert, then are captured by a tyrant king. The king, who has lost his belief in the goodness of man, allows Osami the chance to complete the delivery of the relics to his brother on the promise that Osami return within three days to suffer burning at the stake. If Osami does not return in time, the innocent Ensai will die in his stead. —Jim Beaver ",4747
9,Cam Girl,2014,Drama,3.9 / 10,https://yts.rs/movie/cam-girl-2014," Desperate after losing her dream job in advertising, Alice starts a sexy webcam site with three friends. Successful from day one, the company expands so quickly that soon the women struggle to balance their relationships with family, friends, clients and one-another. What began as a quick and sexy way to earn some extra cash spirals out of control as they enter a world of dangerous excess, violent threats from unhinged clients and bitter rivalries with one another. ",9999
10,Stop-Zemlia,2021,Drama,7.5 / 10,https://yts.rs/movie/stop-zemlia-2021," An introverted high-school girl Masha sees herself as an outsider unless she hangs around with Yana and Senia who share her non-conformist status. While she is trying to navigate through an intense time of the pre-graduation year, Masha falls in love that forces her to leave her comfort zone. From a debutant Ukrainian director Kateryna Gornostai, a deeply personal story about self-discovery and the patience it requires. ",6868
11,The Night of the Strangler,1972,CrimeDrama,4.8 / 10,https://yts.rs/movie/the-night-of-the-strangler-1972," In New Orleans, a man learns that his sister has a black lover and is pregnant. He throws her away and, a bit later, she is murdered by a mysterious killer with a peace-sign belt buckle, who disguises the murder as suicide. Her friend Vince and a black priest investigates, but this leads to more murders until a surprise ending... —Thomas ",5353
12,Pooh's Heffalump Movie,2005,AdventureAnimation,6.4 / 10,https://yts.rs/movie/poohs-heffalump-movie-2005," A Heffalump is heard trumpeting in the hundred acre woods. Winnie the Pooh, Tigger, and Piglet are scared and rush to Rabbit's house for advice. Roo joins them and they all agree that Heffalumps are nearby after finding a huge footprint. They decide to set out on an expedition to catch the Heffalump. Roo is not allowed to come along because he is too little. —Damien Haynes ",10100
13,Kids in the Hall: Brain Candy,1996,Comedy,6.9 / 10,https://yts.rs/movie/kids-in-the-hall-brain-candy-1996," A team of scientists working for a pharmaceutical company discovers a cure for depression. When the company finds itself in trouble financially, they rush the new drug into production without doing enough testing. Things seem to go fine until some of the users of the drug start slipping into comas. It becomes a race between the scientists who want to tell the world the truth and the company's marketing department who wants to protect their profit margin. —Jeff Stanley ",6868
14,Carnival of Blood,1970,Horror,3.8 / 10,https://yts.rs/movie/carnival-of-blood-1970," A brutal murder has taken place at Coney Island amusement park, and DA Dan is assigned to investigate and bring the killer to justice. For some reason, he decides to celebrate his engagement to Laura by inviting his fiancee to come with him and enjoy the park, even though there is still a violent murderer running loose. As the body count rises, Dan must sift through the clues before he or Laura become the next victims. —Jean-Marc Rocher ",5353
15,Ten Days Without Mom,2017,ComedyFamily,5.9 / 10,https://yts.rs/movie/ten-days-without-mom-2017," What happens when mom is out of the picture? Experience the trouble of a working dad handling four kids while their mother is off on vacation. ",3838
16,Bigger Is Beautiful,2021,ActionComedy,4 / 10,https://yts.rs/movie/bigger-is-beautiful-2021,"  ",4343
17,The Yellow Wallpaper,2021,ActionHorror,4.9 / 10,https://yts.rs/movie/the-yellow-wallpaper-2021," Jane, a writer and young mother, is prescribed rest by her physician husband John, who takes her to a remote country estate for the summer. She becomes obsessed with the peculiar yellow wallpaper in the bedroom he has chosen for her. In her isolation, she secretly writes about a woman trapped in the wallpaper-that she must free. —Mahou 5 star ",6666
18,The Guillotines,2012,ActionDrama,4.8 / 10,https://yts.rs/movie/the-guillotines-2012," During the Manchurian-ruled Qing Dynasty, Emperor Yong Zheng established a secret assassination squad known as the Guillotines to eliminate all who opposed him. Once heavily favored by the Emperor, the Guillotines are deemed expendable once Emperor Qian Long ascends to the throne and adopts Western ideas and technology. To consolidate his power under a new regime, the Emperor continues to use the Guillotines to persecute the conquered Han Chinese in a reign of terror and oppression. —Anynomous ",12524
19,Dilemma,2022,Action,7 / 10,https://yts.rs/movie/dilemma-2022," It follows a happy couple as they are about to get married, but they have their plans derailed when David comes across the love that got away from him in the past. ",15756
0,I Am Joe,2016,ActionDrama,2.9 / 10,https://yts.rs/movie/i-am-joe-2016," Joe a quaint NYU physics professor one day is drugged by Nacho, the shaman of Jewish mysticism criminal group, and so Jack-- Joe's violent alternative personality--starts to emerge. Thus he travels to LA and with the help of his ex-lover Blondie, Joe searches for Nacho before it's too late and Jack takes over. —anonymous ",4646
1,Boy Meets Boy,2021,DramaRomance,4.9 / 10,https://yts.rs/movie/boy-meets-boy-2021," Harry has been partying for 48 hours when he meets Johannes on the dance floor of a club in Berlin. With 15 hours until his flight home, Johannes offers to help him print his boarding pass. This mundane task leads to a day together wandering the city. The contrasts in their lives and values force each one to confront their own truths. Boys Meet Boys is a feature length mumblecore about the journey of a brief encounter: the mark left by a fleeting moment of joy. —The Open Reel ",8989
2,Future Force,1989,ActionCrime,3.3 / 10,https://yts.rs/movie/future-force-1989," John Tucker is the notoriously feared leader of the Civilian Operated Police Systems, a ruthless band of bounty hunters formed to restore order in a city overrun with crime. In the name of the law, and armed with an arsenal of weapons, he will stop at nothing to capture each bounty. But when corruption is exposed within the C.O.P.S. organization--instead of upholding the law--John Tucker will be forced to fight it. —Echo Bridge Home Entertainment ",6565
3,Shadowtown,2020,DramaMystery,5.2 / 10,https://yts.rs/movie/shadowtown-2020," Set in Iceland, Maya inherits an old house from a schizophrenic grandmother she didn't know. Messages from a mysterious source lead to questions about her grandmother's death and ultimately put her own life in danger. ",6161
4,August,2011,DramaRomance,6.2 / 10,https://yts.rs/movie/august-2011," August tells the story of two former lovers, Troy and Jonathan, who reunite after a long ago painful breakup. After spending several years in Spain, Troy returns to Los Angeles and decides to phone Jonathan and meet for coffee. A seemingly innocent rendezvous turns into an attempt to revive passions past. Only this time it's not that simple as Jonathan has a new beau, Raul, and is trying to make the right decision a second time around. —Anonymous ",5858
5,Divided We Fall,2000,ComedyDrama,7.7 / 10,https://yts.rs/movie/divided-we-fall-2000," In World War II Nazi occupied Czech Republic a childless couple, Josef and Marie Cizek, can only watch while the Jewish family of their employers, the Wieners, are first removed from their own home to a spare room in their house by the Nazis, then deported to Theresienstadt concentration camp. Years later, young David Wiener, the sole surviving member of that family has managed to escape and make it to the Cizeks. Although fully aware of the extreme danger of harboring a Jew in the Third Reich, the Cizek's can not permit themselves to leave David to certain death and agree to hide him. However, this decision leads to terrible danger of discovery by the Nazis and especially their friend and Nazi collaborator, Horst Prohazka, who is attracted to Marie. With desperate cleverness and luck, the Cizeks struggle to keep the secret, even when Horst begins to suspect. In doing so, they find themselves making unorthodox choices and learning about the true nature of the people around them. —Kenneth Chisholm ([email protected]) ",3737
6,Vampire's Breakfast,1987,ComedyHorror,6 / 10,https://yts.rs/movie/vampires-breakfast-1987," A newspaper reporter stumbles upon a nest of vampires living in contemporary Hong Kong. ",3838
7,Baltic Tribes,2018,DocumentaryDrama,7.3 / 10,https://yts.rs/movie/baltic-tribes-2018," ""The Baltic Tribes"" is a story about the last pagans of Europe. Together with the main character, Danish spy Lars, you will experience the 13th century pagan life, taking part in religious rites and cruel forays, getting high during the summer solstice, becoming the slave of Cours and finally - fighting the crusaders in the Battle of Saule. The docudrama overthrows the myths of the Baltic people as just peaceful farmers, and questions, how little we know about the blood that runs in our veins. ",7272
8,Wieners,2008,AdventureComedy,4.3 / 10,https://yts.rs/movie/wieners-2008," A road trip comedy about three friends who travel across the country in a Wiener Wagon to beat up a popular daytime talk show therapist. ",6969
9,Maximum Impact,2017,ActionComedy,2.1 / 10,https://yts.rs/movie/maximum-impact-2017," The US State Secretary arrives on a secret summit in Moscow, in order to dissipate the tension between the Russia-Americal relations. However the world face the threat of a World War III, when a leader on an international terrorist group organizes an assassination of the US State Secretary and kidnaps his granddaughter. Despite their differences, CIA and FSB unite to save humanity . —anonymous ",3636
10,America,2009,Drama,6.2 / 10,https://yts.rs/movie/america-2009," In ""America,"" Dr. Maureen Brennan, a psychiatrist at a youth treatment center, encounters her newest patient, a bi-racial boy named America. Through their sessions, Dr. Brennan helps America come to terms with his roller-coaster life, which began when he was taken by authorities from his crack-addicted mother, and placed into foster care as an infant. The short time of stability in his life occurred when America lived with Mrs. Harper, the elderly nanny to one of his foster families. Later reunited with his mother, she soon abandons America and he is again placed into foster care. Lagging behind in school and full of anger, America retreats further away from society after years of sexual abuse. After attempting suicide, America is placed in a treatment center where Dr. Brennan helps him open up about his painful past and discover the support and courage he needs to get his life back on track. —Anonymous ",4747
11,Mamá se fue de viaje,2019,ComedyFamily,4.4 / 10,https://yts.rs/movie/mama-se-fue-de-viaje-2019," What happens when mom is out of the picture? Experience the trouble of a working dad handling four kids while their mother is off on vacation. ",3131
12,An American Girl Story: Melody 1963 - Love Has to Win,2016,DramaFamily,7.6 / 10,https://yts.rs/movie/an-american-girl-story-melody-1963-love-has-to-win-2016," Set in Detroit during the Civil Rights Movement, ""An American Girl Story - Melody 1963: Love Has to Win"" examines the joyful life and troubled times of an irrepressible 10-year-old African-American girl whose vivid imagination and creativity reinforce her optimism. When shocking national events threaten her sense of security, Melody must find inner strength to restore her hope for a better world. ",5252
13,Amaraica,2020,Drama,3.8 / 10,https://yts.rs/movie/amaraica-2020," An undocumented immigrant, Roberto, seeks a way to become lawful, but all efforts are put on hold when he becomes a new father at the onset of the US government's 'Zero Tolerance' child separation policy at the US / Mexico border. ",4242
14,Leberkäsjunkie,2019,ComedyCrime,7 / 10,https://yts.rs/movie/leberkasjunkie-2019,"  ",3636
15,Magnum Thunderbolt,1985,Action,4.9 / 10,https://yts.rs/movie/magnum-thunderbolt-1985," Hit-man arrives in Hong Kong from Holland and is given the task of eliminating three targets. ",2626
16,Spring,2020,DramaRomance,5.6 / 10,https://yts.rs/movie/spring-2020," An English girl has her life uprooted by her mom for her last year of High School. As if it wasn't hard enough leaving behind what is familiar, this small American town holds past memories for her as she spent years there as a child. Although, the hazy recollections and past history are only a small piece in the uncertainty of teenagehood. ",8181
17,Small Engine Repair,2021,ComedyDrama,6.8 / 10,https://yts.rs/movie/small-engine-repair-2021," Events spin wildly out of control when three lifelong friends agree to do a favor on behalf of the brash young woman they all adore. ",13837
18,The Day After Quarantine,2021,Comedy,1.8 / 10,https://yts.rs/movie/the-day-after-quarantine-2021," After the quarantine is lifted the world is getting back to business but for some that reality is too much. From rent to relationships, its all at stake in this hilarious movie that follows three men as they navigate the ""new normal"". ",10504
19,9 Stacks,2021,ActionComedy,2.5 / 10,https://yts.rs/movie/9-stacks-2021," This fiction Dramedy is about Randy who catches a chronic case of the hiccups and his quest to get rid of the them. ",8282
0,Ring of Deceit,2009,Thriller,4.6 / 10,https://yts.rs/movie/ring-of-deceit-2009," Madison Byrne is a beautiful young art expert who tries to help Jack Singer, a wealthy patron of her museum, unlock the mystery of an antique ring. This ring may or may not have belonged to his family before being lost in WWII. As she inches closer to the truth, the danger grows and Madison begins to suspect that Jack may not be as innocent as he appears. Could he be a murderer, bent on revenge or is someone else killing to keep a more sinister secret? —Anonymous ",4747
1,The Chain Reaction,1980,ActionDrama,5.4 / 10,https://yts.rs/movie/the-chain-reaction-1980," An earthquake in rural Australia causes a dangerous leak at WALDO, a nuclear waste storage facility. Heinrich Schmidt, an engineer badly hurt in the accident, knows that the leak will poison the groundwater for hundreds of miles around, and wants to warn the public. His boss, however, is only interested in protecting himself, and believes the accident should be covered up, even at the expense of thousands of lives. Heinrich escapes from the facility, but is too badly injured to get very far. Lost in the woods and suffering from amnesia, he is rescued by Larry, an auto mechanic on vacation with his wife, Carmel. As Heinrich tries to piece together his memories of what happened, his boss' thugs are quickly closing in on the trio. —Jean-Marc Rocher ",4949
2,Pick A Side,2021,ActionDrama,4.7 / 10,https://yts.rs/movie/pick-a-side-2021," Marcus, a successful Computer Programmer wants to live the good life and will do whatever it takes to live the so called American Dream. So much that he finds himself being selfish and disconnected to the world. The only small connection he has is to his older brother, Cyrus, who helped raise them while there mother was on drugs. Cyrus isn't as straight-laced as his brother and stays in the streets, running with gangs, robbing banks and fighting in underground arenas. When Cyrus is murdered due to living a gangster lifestyle, Marcus has to make a choice and throw away some of his values to bring his brother killer to justice. ",20200
3,The Tiger Hunter,2016,Comedy,6 / 10,https://yts.rs/movie/the-tiger-hunter-2016," A young Indian man relocates to 1970s Chicago to become an engineer, but when his job falls through, resorts to an elaborate charade with misfit friends in order to woo his childhood sweetheart. ",6666
4,The Last Hunter,1980,ActionDrama,6 / 10,https://yts.rs/movie/the-last-hunter-1980," During the Vietnam war, an American soldier gets trapped behind enemy lines. A squad of his buddies sets out to rescue him. ",3232
5,Max Havoc: Curse of the Dragon,2004,Action,3.5 / 10,https://yts.rs/movie/max-havoc-curse-of-the-dragon-2004," Ex-kickboxing champion turned sports photographer Max Havoc again finds himself in Guam on a publicity photo shoot. Max's helpful ways land him in the lives of the vacationing sisters Jane and Christy Goody who have acquired a rare jade dragon, which belongs to the ruthless Japanese Yakuza who will stop at nothing to get it back. It's up to Max to stop the Yakuza, save the sisters and restore order to the peaceful island. —Joseph Ruggieri ",6969
6,Who Is Alice,2017,Comedy,6 / 10,https://yts.rs/movie/who-is-alice-2017," 'Who is Alice' carries us on a darkly funny, compelling and sometimes cringe worthy journey into the highs and lows of what human beings will do to try to avoid pain and connect to happiness. Alice is a 35 year old actress desperately hanging on to her 'new young thing' career. She is willing to sacrifice almost everything in order to reach the top and this mind-bending story takes us down the rabbit hole with her. Alice meets Dick, a car salesman who is disillusioned with life and dreaming about becoming a spiritual teacher. Together with a renegade cast of misfit characters they hilariously and awkwardly tie themselves in knots as they find their 'way'. And where does that 'way' lead them? ... To exactly where they are supposed to be. 'Who is Alice' uses humor guided by the a little non-dual thinking to help us look at ourselves and life in a different way. If the insight strikes, your whole perspective can change, while 'in reality' nothing has to change. —Paul Smit ",2929
7,Tom Sawyer & Huckleberry Finn,2014,ActionAdventure,5.2 / 10,https://yts.rs/movie/tom-sawyer-huckleberry-finn-2014," The adventure unfolds as Tom Sawyer and Huck Finn - Tom's friend from the streets - witness a murder in the graveyard. Tom and Huck flee to Jackson Island and make a pact never to tell anyone about the incident. However, when the good-natured Muff Potter, who has been blamed for the murder is sentenced to death by hanging, Tom breaks his promise and returns to exonerate Muff Potter. In jun Joe, the actual murderer, makes a hasty exit from the courtroom during the trial. A short time later, Tom and Huck find references to a treasure and have to face In jun Joe again. —Anonymous ",5555
8,Crash Dive,1996,ActionDrama,4.4 / 10,https://yts.rs/movie/crash-dive-1996," The crew of the nuclear submarine USS Ulysses rescues supposed victims of a boat disaster, but the victims turn out to be terrorists intent on capturing nuclear weapons aboard the sub. Only a former SEAL, now a submarine consultant, can save the crew by sliding aboard while the sub is underwater. The term ""crash dive"" refers to the sudden dropping of a sub to escape detection, an act that a nuclear sub is never supposed to make. Of course, it comes into play in this film. —John Sacksteder ",7171
9,Beyond the Door III,1989,Horror,5.1 / 10,https://yts.rs/movie/beyond-the-door-iii-1989," A shy co-ed and her classmates travel to the Balkans in Europe to see a rare local ritual. With a satanist/professor with them, he lures them into deadly traps to become sacrifices to Satan. One co-ed is a virgin, the main key to bring Satan back to life. But can the co-ed lose her virginity before Satan controls the world? — ",6464
10,The Killing Kind,1973,CrimeDrama,6.2 / 10,https://yts.rs/movie/the-killing-kind-1973," Young Terry Lambert returns home from serving a prison term for a gang-rape he was forced to participate in. He seeks revenge on his lawyer and the girl who framed him. But his real problem is his overbearing mother, whose boarding house he resides in and who keeps bringing him glasses of chocolate milk. One of her boarders, Lori, becomes attracted to him. However, while he was serving his prison sentence, Terry developed an interest in rough, violent sex, and gory death. Now, one by one, some of the town's women pop up dead. —alfiehitchie ",7070
11,The Stud,1978,DramaRomance,4.1 / 10,https://yts.rs/movie/the-stud-1978," Fontaine is the London wife of Benjamin, a wealthy Arab businessman. She spends his money on her nightclub, ""The Hobo"", and partying. She hires a handsome manager, Tony, to run her club, but it is understood that his job security is dependent on his satisfying her nymphomaniacal demands. Soon he loses interest in her, as she treats him like a plaything, and turns his attention to her young stepdaughter Alexandra, who uses him to get back at Fontaine after she discovers their video tape having sex in their private elevator, essentially cheating on her father. ",6767
12,Man Friday,1975,AdventureDrama,6.4 / 10,https://yts.rs/movie/man-friday-1975," Englishman Robinson Crusoe, stranded alone on an island for years, is overjoyed to find a fellow man, a black islander whom he names Friday. But Crusoe cannot overcome the shackles of his own heritage and upbringing and is incapable of seeing Friday as anything other than a savage who needs Crusoe's brand of cultural and religious enlightenment. Friday attempts to share his own more generous and unashamed culture, but ultimately realizes that Crusoe can never see him as anything but an inferior being. With that awareness, Friday sets out to turn the tables on Crusoe. —Jim Beaver ",5858
13,Malibu High,1979,CrimeDrama,5 / 10,https://yts.rs/movie/malibu-high-1979," High-school student Kim is having a tough time: her boyfriend Kevin dumped her for rich girl Annette, her grades are slipping, she has no money, and all her mother seems to care about is cleaning. She tells her best friend Lucy that the nonsense ends today. She's been feeling sorry for herself ever since her father hanged himself. She begins working for Tony the pimp and things start to look better for her: new clothes, new car, and good grades. Kevin notices her again and Annette hates her. She then meets Lance, who frees her from turning tricks in a beat-up old van, which leads her to better clothes and nicer cars. Prostitution isn't the worst of it as she is forced to kill a man in self-defense when he tries to have his way with her being tied up. She becomes a hit woman. ",15150
14,The Bad Guys,2018,ComedyDrama,6 / 10,https://yts.rs/movie/the-bad-guys-2018," During a fleeting return trip to his childhood home, a budding filmmaker is confronted by the now-grown ensemble of his old hometown friends - none of whom are aware that he intends to make his fortune off the shared childhood trauma that splintered them apart all those years ago. During an alcohol-fueled weekend of reminiscence and regret, the eccentric 20-somethings open old wounds, make new mistakes, and realize that the consequences of youth can follow you into adulthood. —Romark Entertainment ",2323
15,Force: Five,1981,ActionAdventure,5.1 / 10,https://yts.rs/movie/force-five-1981," A martial-arts expert leads a team of fellow martial artists to rescue a senator's daughter from an island ruled by the evil leader of a fanatical religious cult. ",6363
