,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
12,It All Begins with a Song,2018,ActionDocumentary,8.2 / 10,https://yts.rs/movie/it-all-begins-with-a-song-2018," We all hum their tunes. We know their words by heart. And we tell the story of our own lives through their art. Yet, few of us know their names. This is a film about one of the most important and unknown, forces in music: The Nashville Songwriter. We will tell their story in a way it has never been told. We will document their struggles. From paying their dues to working through their creative process. We will celebrate their success. From the eureka moment of uncovering that musical gem that turns into a hit to receiving a Grammy and hearing how their words and music change people's lives. But most of all, we pay tribute to the most valuable resource in the music industry today. ",5050
13,The Creatures,1966,ActionDrama,6.5 / 10,https://yts.rs/movie/the-creatures-1966," A young mute woman, living in a small village, is expecting a baby. Her husband is at the same time writing a novel and using the villagers as his characters. In the creative process, reality and imagination are constantly intertwined. ",3030
14,Daguerreotypes,1975,Documentary,7.6 / 10,https://yts.rs/movie/daguerreotypes-1975," Portraits of the people that occupy the small shops of the Rue Daguerre, Paris, where the filmmaker lived. ",3030
15,The So-called Caryatids,1984,ActionDocumentary,7.1 / 10,https://yts.rs/movie/the-so-called-caryatids-1984," A documentary of the caryatids in Paris accompanied by the poetry of Baudelaire and the music of Offenbach. ",4141
16,The Vanishing Lion,2003,Romance,6.4 / 10,https://yts.rs/movie/the-vanishing-lion-2003," Magic, synchronicity, love and loss around the Place Denfert-Rochereaus and its famous statue of the lion of Denfert. ",3232
17,Elsa la rose,1966,ActionDocumentary,6.8 / 10,https://yts.rs/movie/elsa-la-rose-1966," The story of a poet's (Louis Aragon) love for his wife, the writer Elsa Triolet. ",2323
18,L'opéra-mouffe,1958,ActionDrama,6.7 / 10,https://yts.rs/movie/lopera-mouffe-1958," A pregnant filmmaker takes us to rue Mouffetard, ""la Mouffe,"" in the Latin Quarter of Paris for a mix of documentary footage and imagined scenes. Vignettes or chapters unfold - on the feeling of nature, on pregnancy, on anxiety, on desire, and so forth. Women shop at a vegetable market, their faces marked by care and poverty. We see young lovers, playful and innocent. Derelicts drink and sleep on sidewalks. A weary pregnant woman carries her shopping bags; later, she eats flowers. There are counterpoints of gritty realism and playful, near-surrealistic images. Political and artistic consciousnesses create a montage. — ",4747
19,Cléo from 5 to 7: Remembrances and Anecdotes,2005,Fantasy,7.6 / 10,https://yts.rs/movie/cleo-from-5-to-7-remembrances-and-anecdotes-2005," More than 40 years after making ""Cléo de 5 à 7,"" Agnès Varda invites her star, two other cast members, and her assistant directors to look back. She takes us through the film, from opening scene to the end, visiting its Paris locales, placing her aged actors in the same spots, telling stories, and listening to others' reflections on the making of the film. She and they talk about making a film on a low budget, its showing at Cannes, and trying to fix a problem in the last shot. Her assistant directors discuss casting, costumes, sets, and the ways the film changed their approaches to filmmaking. Scenes from ""Cléo"" are included throughout the documentary. ",3434
0,Tom Clancy's Without Remorse (2021),2021,ActionAdventure,5.8 / 10,https://yts.rs/movie/tom-clancys-without-remorse-2021-2021," An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife in Tom Clancy's Without Remorse, the explosive origin story of action hero John Clark - one of the most popular characters in author Tom Clancy's Jack Ryan universe. When a squad of Russian soldiers kills his family in retaliation for his role in a top-secret op, Sr. Chief John Kelly (Michael B. Jordan) pursues the assassins at all costs. Joining forces with a fellow SEAL (Jodie Turner-Smith) and a shadowy CIA agent (Jamie Bell), Kelly's mission unwittingly exposes a covert plot that threatens to engulf the U.S. and Russia in an all-out war. Torn between personal honor and loyalty to his country, Kelly must fight his enemies without remorse if he hopes to avert disaster and reveal the powerful figures behind the conspiracy. ",699627
1,Wanted for Murder,1946,CrimeDrama,6.8 / 10,https://yts.rs/movie/wanted-for-murder-1946," The son of a Victorian hangman is driven insane by thoughts of his father's profession. The young man emulates his father by strangling young women. He then meets and falls in love with a woman but can he suppress his urge to kill her ? ",3838
2,The Mitchells vs the Machines,2021,ActionAdventure,7.8 / 10,https://yts.rs/movie/the-mitchells-vs-the-machines-2021," An animated action-comedy about an ordinary family who find themselves in the middle of their biggest family challenge yet...saving the world from the robot apocalypse. No big deal, right? It all starts when creative outsider Katie Mitchell is accepted into the film school of her dreams and is eager to leave home and find ""her people,"" when her nature-loving dad insists on having the whole family drive her to school and bond during one last totally-not-awkward-or-forced road trip. But just when the trip can't get any worse, the family suddenly finds itself in the middle of the robot uprising. Everything from smart phones, to roombas, to evil Furbys are employed to capture every human on the planet. Now it's up to the Mitchells, including upbeat mom Linda, quirky little brother Aaron, their squishy pug, Monchi, and two friendly, but simple-minded robots to save humanity. ",311484
3,"Lucy, the Human Chimp",2021,ActionDocumentary,7.1 / 10,https://yts.rs/movie/lucy-the-human-chimp-2021," In the 1960s chimpanzee Lucy was raised as a human in an experiment conducted by psychologists from the University of Oklahoma. When Lucy was taken to live on an island in The Gambia a young student, Janis, lived with her for 6 years. ",8383
4,Beast Beast (2020),2020,ActionDrama,6.4 / 10,https://yts.rs/movie/beast-beast-2020-2020," A look at the lives and trauma surrounding three people living in a southern town. ",5454
5,The Disciple (2020),2020,ActionDrama,7.2 / 10,https://yts.rs/movie/the-disciple-2020-2020," Sharad Nerulkar has devoted his life to becoming an Indian classical music vocalist, diligently following the traditions and discipline of old masters, his guru, and his father. But as years go by, Sharad starts to wonder whether it's really possible to achieve the excellence he's striving for. A journey of devotion, passion, and searching for the absolute in contemporary Mumbai. —New Europe Film Sales ",8383
6,Heart Blackened,2017,ActionCrime,6.6 / 10,https://yts.rs/movie/heart-blackened-2017," Tae-san is a man who truly has everything - money, fame, and power. Everything that a man can desire. He has two women who he wouldn't change for the world. They're his only daughter, Mira, and a chart- topping pop star fiancee, Yuna. Tae-san wants them to get along, but Mira doesn't take kindly to her stepmother-to-be. One day, Yuna gets killed in a horrific accident, and Mira is arrested as the suspect. Tae-san firmly believes that his daughter is not the killer and mobilizes all his resources to protect her. He finds out about Yuna's stalker, Dong-myung, who knows the truth about the accident, and he hires Hee-jung, a lawyer that Mira trusts like her sister. Working with them, Tae-san orchestrates a risky plot to find his fiancee's real killer. The man who has the world is about to change it. ",8989
7,Eat Wheaties!,2021,ActionComedy,5.9 / 10,https://yts.rs/movie/eat-wheaties-2021," Sid Straw's life unravels as he tries to prove that he was friends with a celebrity in college. ",8686
8,Voyagers,2021,ActionAdventure,5.4 / 10,https://yts.rs/movie/voyagers-2021," Set in the near future, the film chronicles the odyssey of 30 young men and women who are sent deep into space on a multi-generational mission in search of a new home. The mission descends into madness, as the crew reverts to its most primal state, not knowing if the real threat they face is what's outside the ship or who they're becoming inside it. —Lionsgate ",218867
9,Hors la vie,1991,ActionCrime,6.9 / 10,https://yts.rs/movie/hors-la-vie-1991," A French photograher is kidnapped and held hostage in a war-torn Beirut. Slowly but surely his integrity and self-respect is broken. ",4444
10,Princess Diana: Tragedy or Treason?,2017,ActionDocumentary,6.9 / 10,https://yts.rs/movie/princess-diana-tragedy-or-treason-2017," Twenty years after Princess Diana's tragic death, the life and death of one of history's most beloved figures is examined. ",7777
11,Truth or Die,2012,ActionHorror,5.6 / 10,https://yts.rs/movie/truth-or-die-2012," This is a British movie about a group of teens who while at a party, play a game of 'Truth or Dare', but the game gets out of hand when one of the party goers (Felix) is picked on by the other teens. A few months later they are all invited to a party that Felix is throwing at his parents mansion. But when they get there they are told the party is in a cabin further up the road. They arrive to find that Felix's brother is there instead, but where is Felix, and what does his brother have in store? —Michael Hallows Eve ",10706
12,Greetings from Tim Buckley,2012,ActionDrama,6.1 / 10,https://yts.rs/movie/greetings-from-tim-buckley-2012," Greetings from Tim Buckley follows the story of the days leading up to Jeff Buckley's eminent 1991 performance at his father's tribute concert in St. Ann's Church. Through a romance with a young woman working at the concert, he learns to embrace all of his feelings toward the father who abandoned him - longing, anger, forgiveness, and love. Culminating a cathartic performance of his father's most famous songs, Jeff's debut stuns the audience and launches his career as one of the greatest young musicians of his time. ",5555
13,Fallen Stars,2017,ActionComedy,5.6 / 10,https://yts.rs/movie/fallen-stars-2017," A poignant drama that chronicles the unexpected friendship that develops between Cooper, a melancholy bartender, who at thirty-six still isn't sure what he wants to do with his life, and Daisy, an extremely bright but socially awkward girl in her early twenties. ",3939
14,Harlem Aria,1999,ActionDrama,6.3 / 10,https://yts.rs/movie/harlem-aria-1999," Chasing his dream, Anton leaves his aunt's home in Harlem for downtown New York City, where a quick-witted street hustler named Wes cons him out of his life savings. Homeless and empty-handed, Matthew, a street musician stalled in his own dreams, invites Anton to perform with him in the park. Amazed by Anton's singing talent, Matthew befriends him and attempts to keep him safe from Wes's enterprising exploitation. Caught in the middle, Anton's journey isn't an easy one. The three men's lives entwine and lead each down a path of destruction, truth and redemption. ",4545
15,Labyrinth of Cinema,2019,DramaHistory,6.4 / 10,https://yts.rs/movie/labyrinth-of-cinema-2019," The story centers on a group of young people who travel back in time when they are in a movie theater just before closing time. They witness deaths during the closing days of Japan's feudal times and on the battlefront in China before they are sent to Hiroshima just before the Aug. 6, 1945, atomic bombing of the city. ",2929
16,Zombie with a Shotgun,2019,ActionHorror,3.1 / 10,https://yts.rs/movie/zombie-with-a-shotgun-2019," ZOMBIE WITH A SHOTGUN is the feature adaptation of the popular web series of the same name. Aaron and Rachel are on the run due to the fact that Aaron is infected by what seems to be a zombie virus. As the story unfolds, they find that there is more to this infection than it seems. For some reason, he has not developed the full zombie virus. He seems to be trapped in a transitional phase which grants him certain abilities. One of them is the ability to communicate with other zombies. This makes Aaron a valuable pawn as he's being pursued by shadowy figures with ulterior motives. Now he must stay alive (or undead) long enough to figure out the source of his infection! ",7171
17,The Silencers,1996,ActionSci-Fi,4.7 / 10,https://yts.rs/movie/the-silencers-1996," U.S. Senator is assassinated by Men in Black, mysterious organization which surpresses all knowledge about UFOs. Agent Rafferty from U.S. Secret Service will confront them and discover the sinister truth. The only person that can help him comes from another world. ",6363
18,L.A. Superheroes,2013,ComedyDrama,7.6 / 10,https://yts.rs/movie/l-a-superheroes-2013," Helena, a beautiful immigrant actress/model, way too old for modeling and too old for acting without credits finally lands a big job but overseas. Out of desperation and advice of her LA friends she commits a federal fraud to get her traveling documents. To escape jail time she gives out names. In this comedic/dramatic piece as she is still wondering where her career is going she needs to watch over her back wondering if she is going to end up getting whacked by the people she ratted out. —Anonymous ",4444
19,X&Y,2018,ActionDrama,5.8 / 10,https://yts.rs/movie/xy-2018," Artist, filmmaker and actress Anna Odell has opted to once again focus on herself for this exploration of the self and the other, of boundaries and (gender) identity. Who are we in our own eyes, in those of our lovers and, above all, those of strangers? Alongside actor Mikael Persbrandt, she invited six other renowned Scandinavian actors to play both their alter egos. Scriptless, they are free to discover how they interrelate, which mainly causes confusion. What and who is real? There is hard work underway on a mysterious art film in various purpose-built spaces with producers, crew and agents beavering away in the background. This leads to erotic, intimate, slow and comedic scenes. The ostensible lack of vision, inappropriate behavior and mutual frictions make the rehearsals increasingly difficult: or was that precisely the point? —Ulf Kjell Gür ",6060
0,Latitude 6,2015,Drama,6 / 10,https://yts.rs/movie/latitude-6-2015,"  ",2727
1,The Kidnapping of Michel Houellebecq,2014,ComedyDrama,6.7 / 10,https://yts.rs/movie/the-kidnapping-of-michel-houellebecq-2014," The author Michel Houellebecq is abducted by three amateur kidnappers. ",3131
2,People in Luck,1963,Comedy,6 / 10,https://yts.rs/movie/people-in-luck-1963," Every day, the newspaper reports the story of a man or woman especially in vein, who won a prize or a spectacular contest. ",3232
3,La taverne du poisson couronné,1947,Drama,5.5 / 10,https://yts.rs/movie/la-taverne-du-poisson-couronne-1947,"  ",2525
4,Huda's Salon,2021,Thriller,5.8 / 10,https://yts.rs/movie/hudas-salon-2021," Nadia, a young mother married to a jealous man, goes to Huda's salon in Bethlehem, for a haircut and an attentive ear. But this ordinary visit turns sour when Huda, after having put Nadia in a shameful situation, blackmails her to have her work for the secret service. As Nadia escapes the salon, that same night, Huda is arrested by Hasan. They find nameless pictures of all the women Huda recruited, including Nadia's. Huda knows that she will be executed the moment she gives up the names. She tries to bide herself as much time as possible. —Canon y mus ",6868
5,Murder in the Cove,2020,Documentary,5.9 / 10,https://yts.rs/movie/murder-in-the-cove-2020," A cluster of postcard-perfect Acadian fishing villages off the coast of Nova Scotia, Canada made international news in 2013 when Phillip Boudreau, a local man known for poaching lobsters, was killed by fishermen in a crime the media dubbed 'Murder for Lobster.' But as anyone from the community will tell you, it's a lot more complicated than that. People don't just go around killing each other over lobster. ",4444
6,Biarritz Surf Gang,2017,Documentary,6.9 / 10,https://yts.rs/movie/biarritz-surf-gang-2017," A turning point, in the 1980s, in surf culture, where surfing in Biarritz had been abut bucking the system (which could lead straight to jail) but became a high performance sport.Six of the top surfers from the Grande Plage are profiled. ",2323
7,Gasland Part II,2013,Documentary,7.6 / 10,https://yts.rs/movie/gasland-part-ii-2013," A documentary that declares the gas industry's portrayal of natural gas as a clean and safe alternative to oil is a myth, and that fracked wells inevitably leak over time, contaminating water and air, hurting families, and endangering the earth's climate with the potent greenhouse gas methane. —Anonymous ",3434
8,Risky Drinking,2016,Documentary,6.6 / 10,https://yts.rs/movie/risky-drinking-2016," Are you a Risky Drinker? Did you know that nearly 70% of American adults drink alcohol? Did you know that nearly 1/3 of adults in the US become involved in problem drinking at some point in their lives? This HBO Documentary takes an intimate look at the stories of 4 very different people and the effect alcohol is having on their lives, as well as the effects it has on their families. Meet 20-something Kenzie, who likes to party hard on the weekends; Mike who is close to losing his family if he doesn't stick with a rehab program; Noel, a single mom of 2 girls, who has crossed the line from social drinking; and 57-year-old Neal who's addiction and constant inebriated state has him close to death. Alongside each story, doctors give scientific based info on effects, risks, statistics and treatments options for alcohol addiction. —LiveLoveLead ",4545
9,"Farewell, My Queen",2012,DramaHistory,6.2 / 10,https://yts.rs/movie/farewell-my-queen-2012," In July 1789, the French Revolution is rumbling. Far from the turmoil, at the Château de Versailles, King Louis XVI, Queen Marie-Antoinette and their courtiers keep on living their usual carefree lives. But when the news of the storming of the Bastille reaches them, panic sets in and most of the aristocrats and their servants desert the sinking ship, leaving the Royal Family practically alone. Which is not the case of Sidonie Laborde, the Queen's reader, a young woman, entirely devoted to her mistress; she will not give her up under any circumstances. What Sidonie does not know yet is that these are the last three days she will spend in the company of her beloved Queen... —Guy Bellinger ",6868
10,The Making of Fanny and Alexander,1984,Documentary,7.6 / 10,https://yts.rs/movie/the-making-of-fanny-and-alexander-1984," A chronicle of the making of Ingmar Bergman's Oscar winning film. ",2121
11,Crabs!,2021,ComedyHorror,4.5 / 10,https://yts.rs/movie/crabs-2021," In the quiet seaside town of Mendocino, California, people are having their faces eaten off by horseshoe crabs that were irradiated by the collapse of a nuclear plant. They're utterly unaware to this until Philip and Radu, a foreign exchange student, are confronted by these crabs. Radu, Maddy, Annalise, Philip and his brother Hunter have to stop smoking weed and getting drunk. They need to find a solution. —Frank Liesenborgs ",13938
12,"Older Brother, Younger Sister",1953,Drama,7.3 / 10,https://yts.rs/movie/older-brother-younger-sister-1953," In Older Brother, Younger Sister, director Mikio Naruse's adaptation of an oft-filmed popular novel by Saisei Murô, the eldest daughter (Machiko Kyô) of a rural family comes home pregnant, testing some already tenuous family bonds. Naruse shows his considerable skill at portraying household dynamics, filming Kyô in relaxed and/or reclining positions (indicative of her character's exhaustively maintained independence) that are then intruded upon by her ill-tempered older brother (Masayuki Mori), whose initially comic, brute-force presence grows increasingly menacing and treacherous as the film progresses. ",2929
13,Petite Maman,2021,DramaFantasy,7.4 / 10,https://yts.rs/movie/petite-maman-2021," Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her same age building a treehouse. ",6767
14,Ethel & Ernest,2016,AnimationDrama,7.7 / 10,https://yts.rs/movie/ethel-ernest-2016," In 1928 London milk-man Ernest Briggs courts and marries house-maid Ethel, their son Raymond being born in 1934. When World War II breaks out Ethel tearfully allows him to be evacuated to aunts in Dorset whilst Ernest joins the fire service, shocked by the carnage he sees. As hostilities end they celebrate Raymond's return and entry to grammar school and the birth of the welfare state though Ethel is mistrustful of socialism and progress in general. Raymond himself progresses from National Service to art college and a teaching post, worrying his mother by marrying schizophrenic Jean. However father and son console each other as Ethel slips away but before long Raymond is mourning his father too though both Ethel and Ernest will forever be immortalized by Raymond's touching account of their lives. —don @ minifie-1 ",6060
15,The Night Watchmen,2017,ActionComedy,5.3 / 10,https://yts.rs/movie/the-night-watchmen-2017," Three inept night watchmen, aided by a young rookie and a fearless tabloid journalist, fight an epic battle to save their lives. A mistaken warehouse delivery unleashes a horde of hungry vampires, and these unlikely heroes must not only save themselves but also stop the scourge that threatens to take over the city of Baltimore. —The Night Watchmen ",7979
16,Fleet of Time,2014,DramaRomance,5.6 / 10,https://yts.rs/movie/fleet-of-time-2014," A drama about a group of school friends growing up in the 1990s and 2000s. ",2121
17,Death Ship,1980,AdventureHorror,4.8 / 10,https://yts.rs/movie/death-ship-1980," Survivors of a tragic shipping collision are rescued by a mysterious black ship which appears out of the fog. Little do they realize that the ship is actually a Nazi torture ship which has sailed the seas for years, luring unsuspecting sailors aboard and killing them off one by one. —Jonathon Dabell ",7171
18,The Petrified Forest,1973,CrimeDrama,7.1 / 10,https://yts.rs/movie/the-petrified-forest-1973," Medical student Himoto Haruo makes no compromises in resolving issues with his mother, his authoritarian department boss, and his girlfriend's abusive employer. ",3535
19,The Flying Scotsman,1929,CrimeDrama,6.2 / 10,https://yts.rs/movie/the-flying-scotsman-1929," A young fireman on the Flying Scotsman train falls in love with the beautiful daughter of the driver who is about to retire. The young fireman has replaced another named Crow who was sacked for drinking on the job and is planning to wreck the express on the driver's last trip. —[email protected] ",4242
0,I nostri figli,2018,ActionDrama,6.8 / 10,https://yts.rs/movie/i-nostri-figli-2018," Giovanni, Luca and Claudio are the three sons of Elena, killed by her ex-husband. Orphaned, the three children are taken into custody by the family of a distant cousin of the victim, who faces challenges and difficulties to give serenity to the boys. ",2929
1,Test,2013,Drama,6.5 / 10,https://yts.rs/movie/test-2013," San Francisco, 1985: Frankie confronts the challenges of being an understudy in a modern dance company as he embarks on a budding relationship with Todd, a veteran dancer in the same company and the bad boy to Frankie's innocent. As Frankie and Todd's friendship deepens, they navigate a world of risk - it's the early years of the epidemic - but also a world of hope, humor, visual beauty and musical relief. ",5656
2,Fotoromanzo,1986,DramaMusical,5 / 10,https://yts.rs/movie/fotoromanzo-1986," Nino and Anna grow-up as neighbours and song-writing partners. They gradually fall in love, but eventually go there separate ways. Years later, they end up in the same city. ",2121
3,La compagna di banco,1977,ActionComedy,4.6 / 10,https://yts.rs/movie/la-compagna-di-banco-1977," Simona Girardi, a beautiful eighteen-year-old high school student, moves to Trani, the picturesque seaport of Apulia, in southern Italy, to continue her studies in the local Mamiani Lyceum. But, before long, dark-haired Simona catches the eye of the notorious skirt-chaser and handsome Casanova of class 3B, Mario D'Olivo, who sets her sights on seducing her. As Simona's classmates become jealous, trying to warn her that Mario will abandon her once he gets what he wants, she decides to ridicule him by teaching the arrogant lover boy a lesson he won't forget. However, this is a dangerous game, and much to her surprise, Simona realises that Mario is not so bad after all. Is this the beginning of an unexpected youthful romance? ",9898
4,Bang! Bang! (2020),2020,ActionCrime,3.3 / 10,https://yts.rs/movie/bang-bang-2020-2020," When five teenagers decide to rob a supermarket, they quickly discover that their actions have consequences. ",7474
5,Figli del Destino,2019,BiographyHistory,6.7 / 10,https://yts.rs/movie/figli-del-destino-2019," The story of four Italian children facing the racial laws and the wave of hate brought by fascism against the Jews. ",3232
6,Il giorno più corto,1963,ActionComedy,6 / 10,https://yts.rs/movie/il-giorno-piu-corto-1963," Two jerks are enlisted in the Italian army during W.W.1 and by pure luck manage to help win an important battle. ",2323
7,The Millionaire Tour,2012,ActionThriller,6.3 / 10,https://yts.rs/movie/the-millionaire-tour-2012," A mysterious cab passenger who is taken hostage must convince the hijackers that he is not the legendary con man they set out to kill. Is it a case of mistaken identity, or a clever act of deception? A series of mind games and escape ploys will determine who's taking who for a ride... ",8989
8,What Killed Maradona? (Short 2021),2021,ActionBiography,6.7 / 10,https://yts.rs/movie/what-killed-maradona-short-2021-2021," Interviews with those close to the talented footballer reveal the different factors which may have contributed to his untimely end. ",5555
9,Il diavolo e l'acquasanta,1983,Comedy,5.2 / 10,https://yts.rs/movie/il-diavolo-e-lacquasanta-1983,"  ",2121
10,Chimera,1968,ActionComedy,5.1 / 10,https://yts.rs/movie/chimera-1968,"  ",2323
11,Anna,2015,Drama,6.1 / 10,https://yts.rs/movie/anna-2015," Anna, mother of three, has lived for forty years in her corner of hell. She was an impertinent and unfortunate girl, but by now she has become a generous woman, perhaps far too tolerant. She is a prisoner of her own duties and of her family. She is comforted by underprivileged ""poor little souls"", but is actually surrounded by many demons, real and imaginary. ",2424
12,Love on Harbor Island,2020,ActionDrama,6.2 / 10,https://yts.rs/movie/love-on-harbor-island-2020," Interior designer Lily returns home to help her Aunt Maggie run her marina-side bed and breakfast when she meets Marcus, a handsome seaplane pilot whose work delivering rescue dogs helps Lily discover that home really is where the heart is ",8686
13,Betty: They Say I'm Different,2017,BiographyDocumentary,6.3 / 10,https://yts.rs/movie/betty-they-say-im-different-2017," Funk Queen Betty Davis changed the landscape for female artists in America. She ""was the first..."" as former husband Miles Davis said. ""Madonna before Madonna, Prince before Prince"". An aspiring songwriter from a small steel town, Betty arrived on the 70's scene to break boundaries for women with her daring personality, iconic fashion and outrageous funk music. She befriended Jimi Hendrix and Sly Stone, wrote songs for the Chambers Brothers and the Commodores, and married Miles - startlingly turning him from jazz to funk on the album she named ""Bitches Brew"". She then, despite being banned and boycotted, went on to become the first black woman to perform, write and manage herself. Betty was a feminist pioneer, inspiring and intimidating in a manner like no woman before. Then suddenly - she just vanished. Betty Mabry Davis is a global icon whose mysterious life story has until now, never been told. Creatively blending documentary, animation and nonfiction techniques, this movie traces ... ",2929
14,The Lumberman,2011,ActionComedy,5 / 10,https://yts.rs/movie/the-lumberman-2011," A writer married to an older man falls in love with an art dealer. She resists his advances, but through romantic, handwritten letters, she expresses her innermost desires and feelings for him. With her husband's illness and death, she breaks off contact. ",5151
15,MessiCirque,2019,Documentary,7.7 / 10,https://yts.rs/movie/messicirque-2019," THE CREATION OF MESSI10 BY CIRQUE DU SOLEIL Go behind the scenes and discover the making of Messi10 by Cirque du Soleil, the show inspired by the worlds greatest football player Lionel Messi. ",5959
16,Legione straniera,1953,ActionAdventure,6 / 10,https://yts.rs/movie/legione-straniera-1953,"  ",2121
17,Luang phii theng,2005,ActionComedy,6.1 / 10,https://yts.rs/movie/luang-phii-theng-2005," Brother Theng, a young monk, moves to a temple in a village where villagers still foolishly believe in ghosts and spirits. Thinking of how to develop the better way of life for the villagers, he intends to renew the villagers' belief to more reasonable ways with the help from his followers like Song and Pian. But it's not so easy to convince these kind of villagers, Brother Theng has to deal with tough situations that come along with humor. —Anonymous ",3333
18,Colors of Love (2021),2021,ActionDrama,5.6 / 10,https://yts.rs/movie/colors-of-love-2021-2021," When librarian Taylor Harris suddenly loses her job, she moves back to her small hometown in Montana, where she gets involved in helping save her brother's small-town hotel from tycoon Joel Sheenan, who wants to renovate it. ",11110
19,Love Under the Olive Tree (TV Movie 2020),2020,ActionDrama,6.3 / 10,https://yts.rs/movie/love-under-the-olive-tree-tv-movie-2020-2020," Cabella Oil and Brandini's have been competing oil ranches for decades. However, it wasn't always this way. Founders Raphael Brandini and Frank Cabella once worked harmoniously together, until their relationship fractured, causing them to split their joint ranch into two. Feisty and competitive heir to homegrown operated Cabella Oil, Nicole Cabella is determined to prove she's ready to take the reins of her family's business. And she's all set to initiate a renovation plan that will allow her to expand Cabella to the next level. All set, until Jake Brandini re-appears in Sunset Valley, that is. Corporate attorney Jake is sidetracked from his day-job when he's called back to the juggernaut Brandini ranch due to a family emergency. While there, Jake identifies a land dispute at the border between the Cabella and Brandini properties. Having been neglectful to his own family company, he decides to win back the land for them. In doing so, he re-ignites the rivalry between both factions, as Nicole refuses to concede to his claim on the land. Instead of pursuing a long and costly court battle, the local Sunset Valley judge proposes an unconventional manner of deciding the land's ownership: whichever ranch wins the annual Sunset Valley Olive Oil Competition wins the land. The Brandini's have won three consecutive years, so Jake is confident in accepting the challenge, though he personally has no experience manufacturing oil. On the other hand, Nicole has oil in her blood, but she'll have to conquer her own self-doubt if she wants to be victorious. As Jake and Nicole work towards creating their respective olive oil submissions, while enjoying the annual Fall Festival as they do, they discover they may have more in common than they realized - and sparks begin to fly. —Amar Balaggan ",6767
0,The 93rd Oscars (2021),2021,Action,3.5 / 10,https://yts.rs/movie/the-93rd-oscars-2021-2021," The top movies of the past year are honored at the 93rd Academy Awards, with Mank (2020), in the lead with 10 nominations, as well as The Father (2020), Judas and the Black Messiah (2021), Nomadland (2020) and Sound of Metal (2019). ",10403
1,Agatha and the Midnight Murders,2020,Mystery,5.6 / 10,https://yts.rs/movie/agatha-and-the-midnight-murders-2020," As bombs fall on London, writer Agatha Christie considers selling a manuscript that will kill off her most famous creation. ",20099
2,Carry on Camping,1969,ActionComedy,6.6 / 10,https://yts.rs/movie/carry-on-camping-1969," Sid and Bernie keep having their amorous intentions snubbed by their girlfriends Joan and Anthea. The boys suggest a camping holiday, secretly intending to take them to a nudist camp. Of course they end up in the wrong place, and meet up with the weirdest bunch of campers you can imagine! Coach loads of sex-starved schoolgirls and bands of hippies all add to the laughs. —Simon N. McIntosh-Smith ",8181
3,Indianara,2019,Documentary,7 / 10,https://yts.rs/movie/indianara-2019," Bigger-than-life revolutionary, Indianara and her group lead a fight for the survival of transgender people in Brazil. In the midst of the political turmoil that precedes the election of Jair Bolsonaro, she gathers her forces for one last battle against the attacks from her political party and the totalitarian threat to come. ",2626
4,Get the Grift (2021),2021,ActionComedy,5.5 / 10,https://yts.rs/movie/get-the-grift-2021-2021," After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together. ",7373
5,Amazon Falls,2010,Drama,6 / 10,https://yts.rs/movie/amazon-falls-2010," JANA is a fading B-movie actress who was famous for her roles in Amazon movies playing a variety of pre-Xena warrior-princesses. Nearing 40, she is desperately trying to keep her leg in the B-movie game and decides to pursue her fading career with a zealous fervor.But new roles are elusive and the clock is ticking. Will she admit defeat or finally get her break? ",3131
6,Io ricordo. Piazza Fontana,2019,ActionHistory,6.1 / 10,https://yts.rs/movie/io-ricordo-piazza-fontana-2019," A documentary-fiction that reconstructs the complex procedural path followed by the 1969 massacre through the point of view of Francesca Dendena, daughter of one of the victims and President of the Family Association of the victims of the Piazza Fontana massacre. ",2525
7,Entangled: The Race to Save Right Whales from Extinction (2020),2020,ActionDocumentary,6.7 / 10,https://yts.rs/movie/entangled-the-race-to-save-right-whales-from-extinction-2020-2020," Entangled is an award-winning, feature-length film about how climate change has accelerated a collision between one of the world's most endangered species, North America's most valuable fishery, and a federal agency mandated to protect both. The film chronicles the efforts to protect North Atlantic right whales from extinction, the impacts of those efforts on the lobster industry, and how the National Marine Fisheries Service has struggled to balance the vying interests. Entangled, by the makers of Lobster War and Sacred Cod, won a Jackson Wild award, known as the Oscars of nature films. It also won Best Feature Film at the Water Docs Film Festival, Best Conservation Film at the Mystic Film Festival, and the John de Graaf Environmental Filmmaking Award at the Wild and Scenic Film Festival. —David Abel ",4949
8,Al posto suo (TV Movie 2020),2020,ActionComedy,6.2 / 10,https://yts.rs/movie/al-posto-suo-tv-movie-2020-2020," Damiano and Chicco are twin brothers. One is an unscrupulous manager and the other is a free spirit who earns his living as a horseman. Their father, Cesare, forces them to switch roles: in order not to lose their inheritance, they have to live each other's lives for a month. —jakkepoes ",2929
9,"Dio, come ti amo!",1966,DramaMusic,6.2 / 10,https://yts.rs/movie/dio-come-ti-amo-1966," A young housekeeper's daughter pretends to be wealthy in order to impress her best-friend's fiancé. ",2020
