,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
11,Muse - Live at Rome Olympic Stadium,2013,DocumentaryMusic,8.9 / 10,https://yts.rs/movie/muse-live-at-rome-olympic-stadium-2013," Muse - Live At Rome Olympic Stadium is the first concert film ever to be filmed in 4K, a format soon to be adopted by Hollywood as standard for all blockbuster films. The show filmed on the 6th July 2013 in front of a capacity audience of over 60,000, captures the momentous evening in the Italian capital and showcases the most extravagant set build and spectacular stage show of any Muse tour to date. The three school friends from Devon take the audience on a mesmerizing journey using pyrotechnics, expansive digital screens and a troop of actors to accompany their epic playlist of 20 tracks, mixed in incredible surround sound. —Anonymous ",7272
12,Yoo Byungjae: Too Much Information,2018,Comedy,5.4 / 10,https://yts.rs/movie/yoo-byungjae-too-much-information-2018," Korean stand-up comic Yoo Byungjae offers his take on philosophy, sex and childhood memories. ",2121
13,Chemo,2015,ComedyDrama,5.9 / 10,https://yts.rs/movie/chemo-2015," Thirty year old Benek experiences a crisis mainly manifested by compulsive suicidal thoughts and dreams about death. Accidentally he meets a beautiful, magnetic and mouthy Lena. He is dazzled from the first moment and his admiration grows when Lena not only understands his suicidal preoccupation but shares a similar one. They embark on a crazy journey during which Benek realizes he is not the only man in Lena's life - in addition, the girl has cancer, and she is not attempting to treat it. Admiration mixes with fear - finally Benek promises to accompany her to the end... —Producer's materials ",5858
14,The Call of the Cumberlands,1916,Drama,6.4 / 10,https://yts.rs/movie/the-call-of-the-cumberlands-1916," Samson South leaves his mountain home as well as his sweetheart Sally Spicer, and goes to New York to paint. Under the influence of Adrienne Lescott, Samson becomes a successful artist and also a polished gentleman. A feud between the South and Hollman clans breaks out, however, so Samson must return to the mountains, where he finally manages to make peace between the families. Sally is both excited and frightened by Samson's return, since she still loves him but believes that she has lost him to Adrienne. After the clan feud is settled, however, Samson assures Sally that he loves her more than ever and will never leave her or the mountains again. —Pamela Short ",5454
15,Back to God's Country,1919,AdventureRomance,6.2 / 10,https://yts.rs/movie/back-to-gods-country-1919," After her father is killed by an outlaw, Dolores marries Peter. While they're at sea in the Arctic, Dolores meets the ship's captain, who is the man who killed her father. The captain causes an 'accident' to happen to Peter, so Dolores is all alone and defenseless as they drop anchor in a remote harbor. —David Eickemeyer ",5252
16,'49-'17,1917,DramaWestern,5.8 / 10,https://yts.rs/movie/49-17-1917," A judge who had taken part in the gold rush of 1849 hires an acting troupe to recreate the experience in this rather fanciful silent Western. The make-believe turns serious when a real gold-mine is discovered nearby and a local girl is kidnapped by a nasty gambler. —Anonymous ",5151
17,Something New,1920,AdventureWestern,5.8 / 10,https://yts.rs/movie/something-new-1920," A young woman visiting in Mexico is kidnapped by a gang of bandits, who drag her through the rugged wilderness to their hideout. She manages to leave word for her friend Bill, who knows the country well. But when Bill cannot find a horse, his only available form of transportation is his roadster. Nevertheless, he is determined to come to her rescue, even though it means trying to drive the car across miles of rocky, broken terrain. —Snow Leopard ",5151
18,Prince of Muck,2021,Documentary,7.9 / 10,https://yts.rs/movie/prince-of-muck-2021," The hilly island of Muck, just off the west coast of Scotland, has been owned by the McEwen family for more than a century. After decades of devoting himself to caring for the island, Lawrence McEwen has now passed it on to his son. Lawrence still takes a cold bath every day, and writes in his diary-though the pages are not as full as they once were. Days in the life of this formal but cheerful man unfold to the rhythm of the island in Dutch filmmaker Cindy Jansen's calm, observational shots. Lawrence hugs the cows, drives cattle with his grandchildren, and reads out extracts from his diaries that span decades, applying the same methodical approach to his notations of wind directions and deaths. The younger generation is taking its own path, and Lawrence must accept that he is reaching the end of his own. In the growing awareness that the future belongs to others, he casts his gaze back in time, reciting the poetry and tide tables that he learned by heart as a child. —IDFA ",6868
19,What Do Men Want?,1921,Drama,6.2 / 10,https://yts.rs/movie/what-do-men-want-1921," Frank Boyd, a restless but energetic youth, has his heart set on Hallie, the village belle, and invents an automobile attachment that earns him a fortune. Marriage, fatherhood, and home life all prove irksome to him, and he eventually neglects his family. Frank's brother, Arthur, has a secret affair with Bertha, a poor seamstress whom he deserts, and later returns to find that she has drowned herself. Frank, unable to derive any satisfaction from life, finds diversion in artificial gaiety. When he suspects Yost, a young wastrel, of being Hallie's lover, his jealousy is aroused. Frank realizes the error of his ways and becomes a devoted husband and father. —AFI ",4646
0,Power,1986,Drama,5.7 / 10,https://yts.rs/movie/power-1986," Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client, Ohio senator Sam Hastings, decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade. In parallel, and unaware of the potential dangers, he proceeds to unravel the mystery surrounding Hastings dropping out, with the aide of his ex-wife, a prominent Washington-based journalist. But interests more powerful than local arm wrestling are at stake, and things start going awry. —Jaber ",3636
1,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,AdventureAnimation,7.3 / 10,https://yts.rs/movie/bon-voyage-charlie-brown-and-dont-come-back-," Charlie Brown, Linus, Peppermint Patty, and Marcie travel to France as foreign exchange students. Also along is Snoopy and Woodstock. While everyone is excited about the opportunity to travel to a foreign country, Charlie is disturbed by a letter he receives from a mysterious girl from France who invites him as her guest only to find that he does not seem welcomed to her chateau. —David Ng ",3030
2,C'est la vie,1990,ComedyDrama,6.2 / 10,https://yts.rs/movie/cest-la-vie-1990," Summer 1958. Frédérique and Sophie go on vacation as they do every year to La Baule, where they find their uncle, Léon, nice and loud mouth, their aunt Bella, pregnant, and their little cousins. Like every year? Not quite. This year, Léna, their mother, is still staying in Lyon for mysterious reasons. If Sophie's six-year-old's don't pay attention any more, Frédérique's thirteen-year-old noticed a discomfort between Mom and Dad. In fact, nothing is going well. Léna can no longer support life with Michel, her husband, and is in love with a young artist, Jean-Claude. He comes to join Léna as soon as she arrives and finds her every evening on the beach, in her tent. The smoldering crisis does not prevent children from doing stupid things (setting fire to the Mickey Club, poisoning goldfish with suppositories), nor from experiencing their first emotional emotions. One day, Michel arrives. Things are going very badly, and Frédérique is forced to intervene to separate him from his mother. Lena then announces her decision to divorce the children. Michel will try to convince her one last time, but in vain. At the end of the holidays, Léna and the two little girls do not return to Lyon. ",8888
3,The Substitute 3: Winner Takes All,1999,ActionCrime,4.7 / 10,https://yts.rs/movie/the-substitute-3-winner-takes-all-1999," Professional mercenary Karl Thomasson, his friend Macy, and an albanian girl are being held in a brutal Kosovo prison where Macy is severely beaten. Just before he dies, Macy gives Karl a medal to give to Macy's daughter Nicole Stewart, who is a professor of english at Eastern Atlantic University on Long Island in New York. Karl and the Albanian girl then escape, and Karl kills their two captors. Three months later, Karl shows up at the university and visits Nicole, who is reluctant to accept Macy's medal because due to his military obligations, Macy was out of Nicole's life more than he was in it. Soon after Karl visits Nicole, she is brutally beaten up. When Karl hears of this, he has his friends Ed Lincoln and Rahmel help him take over as Nicole's substitute under a false name, then Karl brings another mercenary friend named Andy in on the investigation of the beating so Andy can work with Karl, Ed, and Rahmel. Karl believes it was a member of the football team who did it then he discovers that members of the team have been doing steroids. Karl doesn't completely know what's going on until he and his mercenary friends investigate people such as head coach Bill Braden and Tony Lo Russo, the son of local crime boss Vincent ""Vinnie The Brick"" Lo Russo. This is when innocent lives are in the most danger. Can Karl and his mercenary crew stop the evil forces behind the steroid plot whoever they are? —Todd Baldridge ",5656
4,Los ritos sexuales del diablo,1982,DramaHorror,4.8 / 10,https://yts.rs/movie/los-ritos-sexuales-del-diablo-1982," A young woman travels with her partner to England on the unexpected death of her brother. Staying with her sister-in-law, she finds her companion soon drawn into a satanic cult based in the house whose rites seem to centre somewhat on large-scale sexual congress. —Jeremy Perkins {J-26} ",15655
5,Leonardo: The Works,2019,Documentary,7.6 / 10,https://yts.rs/movie/leonardo-the-works-2019," Leonardo da Vinci's peerless paintings and drawings are the focus of Leonardo: The Works, as EXHIBITION ON SCREEN presents every single attributed painting, in Ultra HD quality, never seen before on the big screen. ",11009
6,Empty Eyes,1953,ActionDrama,0 / 10,https://yts.rs/movie/empty-eyes-,"  ",2929
7,Exhibition on Screen: Degas - Passion For Perfection,2018,Documentary,7.3 / 10,https://yts.rs/movie/exhibition-on-screen-degas-passion-for-perfection-2018," A new ""Exhibition on Screen"" exploration of the French impressionist artist Edgar Degas. ",4444
8,Pink Curtain,1982,DramaRomance,4.9 / 10,https://yts.rs/movie/pink-curtain-1982," Okuyama is a stocker at the supermarket who has no luck with women. His life is thrown upside down when his sister Noriko unexpectedly moves into his house. Okuyama is overcome with lustful thoughts for her, but she regards him simply as a brother. ",35047
9,Princesse Tam-Tam,1935,ComedyDrama,6.3 / 10,https://yts.rs/movie/princesse-tam-tam-1935," Max de Mirecourt, celebrated French novelist, takes a vacation from his social-butterfly wife in Tunisia, where he meets beautiful Alwina, a barefoot hill shepherdess. To cure his writer's block, Max casts Alwina as heroine in a real-life 'Pygmalion' story. She reacts to civilized ways and emotions with charming simplicity. Now Max, stung by reports of his wife's affair with a dark-skinned maharajah, has the idea of launching Alwina in Paris society as a princess. Will civilization spoil her wild charms? Who will pair off with whom? —Rod Crawford ",3030
10,Curfew,1989,CrimeDrama,4.1 / 10,https://yts.rs/movie/curfew-1989," Two escaped brothers track down the people who sentenced them to death row, including a doctor and the judge. But when they get to the D.A. and his family they have an especially lengthy revenge plot in mind for them. ",3939
11,Insiang,1976,Drama,7.6 / 10,https://yts.rs/movie/insiang-1976," Trapped in the slums, Insiang loathes living with her disapproving, sharp-tongued mother Tonya. Abandoned by her husband long ago, Tonya takes out her bitterness on those around her. In a fit of anger she finally evicts her husband's relatives who have been living with her, but not because they aren't bringing money into the house anymore: she's making way for her young boyfriend Dado to move in. Dado, the town bully, is young enough to be her son, and this new living situation becomes the talk of the town. Dado soon forces himself on Insiang; at first outraged, Tonya soon takes Dado's side and blames her daughter for her own rape. Insiang leaves home to seek support and solace from her ardent would-be boyfriend Bebot, but he proves to be another Lothario. Forced to return home, Insiang turns this inescapable situation upon itself to exact revenge. —statmanjeff ",4646
12,The Policeman's Lineage,2022,CrimeDrama,6 / 10,https://yts.rs/movie/the-policemans-lineage-2022," Park Gang-Yoon is the chief of an investigation team that deals with serious crimes. His team has an unrivaled arrest record. Park Gang-Yoon prioritizes making arrests. For that, he doesn't mind using illegal methods to get information. Choi Min-Jae is a rookie police officer. He is a man of principle. To obtain a secret document about his deceased father, he accepts a mission to monitor Park Gang-Yoon and gather information on his corrupt dealings. He then joins Park Gang-Yoon's team. ",22725
13,Blessed Event,1932,ComedyDrama,7 / 10,https://yts.rs/movie/blessed-event-1932," Al Roberts writes a gossip column for the Daily Express. He will write about anyone and everyone as long as he gets the credit. He gets into a little difficulty with a hood named Goebel who sends Frankie to talk to Alvin. But Al has the confession of Frankie on cylinders so Frankie becomes his own bodyguard and information line. One person Al is always taking digs at is crooner Bunny Harmon, because he hates crooners. When he writes a story about Dorothy's blessed event, he comes to regret destroying her life. But more importantly to Al and Frankie, her man may end 'Spilling the Dirt' permanently. —Tony Fontana ",3333
14,Cold Heart,2001,CrimeRomance,5.1 / 10,https://yts.rs/movie/cold-heart-2001," A woman discovers becoming attracted to the wrong man can have deadly consequences in this tense erotic thriller. Linda (Nastassia Kinski) is a woman whose life would seem ideal on the surface: she runs a thriving business and is happily married to Phil (Jeff Fahey), a psychiatrist. But a faint air of discontent has begun to creep into her relationship, and when Phil arranges for Linda to hire Sean (Josh Holloway), one of his patients, as an assistant, she finds herself seriously tempted for the first time. Linda impulsively sleeps with Sean one night, but the next day decides she made a mistake and tries to break off her affair. Sean, however, is not willing to give her up so easily, and his attraction to her soon becomes a dangerous obsession. —moviezfever.com ",6868
15,Aerial Ireland,2017,Documentary,7.9 / 10,https://yts.rs/movie/aerial-ireland-2017," Take a cross-country flight over Ireland's natural wonders and ancient ruins. In this spectacular overview of the historically significant Emerald Isle, we soar over Neolithic tombs of the Celtic era, medieval castles of the Vikings, and modern cities humming with life. From the tower that inspired a novelist to the ancestral home of a famous stout, we explore the sites, the people, and the milestones of this unique gem of Western Europe. ",6969
16,Crocodile Island,2020,AdventureHorror,4.1 / 10,https://yts.rs/movie/crocodile-island-2020," The area around the Devil's Sea is also known as the Bermuda Triangle of Asia. Due to electromagnetic interference, aviation accidents occur frequently in the area. Lin Hao (Gallen Lo) and his daughter Yi (Liao Yinyue) were passengers on Flight GZ261. While flying over the Devil's Sea, the plane malfunctions, causing an emergency landing on Crocodile Island. Hao and other driver passengers encounter a large crocodile and spider and engage in a battle for survival. When Yi is captured by a giant monster, Hao struggles to save his daughter. —pringadikurniawan-02638 ",11413
17,King Lear,2008,Drama,7.5 / 10,https://yts.rs/movie/king-lear-2008," Sir Ian McKellen gives a tour-de-force performance as Shakespeare's tragic monarch, in this special television adaptation of the Royal Shakespeare Company production of one of the playwright's most enduring and haunting works. ",6565
18,The Impressionists,2015,Documentary,8 / 10,https://yts.rs/movie/the-impressionists-2015," Impressionism was one of the most revolutionary movements of the XIX century. Monet, Renoir, Cezanne, Degas and Pissarro among other shook the foundations of artistic practice, and here we learn who they really were. ",7171
19,Hoffman,1970,Comedy,6.9 / 10,https://yts.rs/movie/hoffman-1970," A lonely executive blackmails a young girl from the steno pool into spending a week with him at his flat. Full of wonderful mind games and dialogue Mister Hoffman only wants to share his love. The rather typical plot really involves only two people through out giving us lots of time to see what they can do. —The Kid @ Bellevue ",6969
0,Disgraced,2017,ActionCrime,7.3 / 10,https://yts.rs/movie/disgraced-2017," The background of the 2003 murder of Baylor basketball player Patrick Dennehy and the attempted, related cover-up of NCAA violations rampant in the Baylor basketball program by Coach Dave Bliss. ",6262
1,From the Dark,2020,ActionHorror,2.6 / 10,https://yts.rs/movie/from-the-dark-2020," A rural murder mystery thriller. ",7878
2,A Climax of Blue Power,1974,ActionCrime,5.8 / 10,https://yts.rs/movie/a-climax-of-blue-power-1974," A wannabe cop gets rejected from the police force due to his short stature but keeps himself busy by working as a security guard. However, unwilling to give up his dream of being a cop, he masquerades as a cop n sexually n physically abuse prostitutes. Sometimes he takes free massages n free threesome by threatening massage parlor owners. One fine morning he witnesses a murder, and when the murder is termed as an accident by the local cops, he discovers that the assailant might get away with it, he takes it upon himself to put the assailant on trial. —[email protected] ",6868
3,Megaconda (Video 2010),2010,ActionAdventure,3.3 / 10,https://yts.rs/movie/megaconda-video-2010-2010," Volcanic activity awakens a prehistoric giant anaconda, forcing the local Sheriff and a band of volunteers to stop the menace. ",6464
4,Snake Eater,1989,Action,4.4 / 10,https://yts.rs/movie/snake-eater-1989," The Snake Eaters are an elite division of the Marines especially trained for search and destroy missions. This actioner chronicles the exploits of one of them who has become a cop. Known as a tough loner, he returns to find the band of backwoods bad-guys who killed his parents and abducted his sister. ",5858
5,The Man in the Iron Mask,1939,ActionAdventure,7.1 / 10,https://yts.rs/movie/the-man-in-the-iron-mask-1939," D'Artagnan and the musketeers are the only ones who know of the existence of a twin brother, and Fouquet uses his influence to keep everyone silenced. The main story was changed by portraying Louis XIV as selfish, cruel, and incompetent, and Philippe the kind-hearted brother who is raised by D'Artagnan and the musketeers and does not even know that he has an identical twin. When the truth is discovered, Louis XIV has Philippe imprisoned with the iron mask placed on him, hoping that Philippe's beard will grow inside the mask and eventually strangle him. —Anthony Pereyra {[email protected]} ",5656
6,New Blood,1999,ActionThriller,5.4 / 10,https://yts.rs/movie/new-blood-1999," One morning, the cops find eight dead bodies, gunshot victims, near a farmhouse. They also find a wounded man who tells the story of what happened. He is Alan White (Sir John Hurt), the father of a young woman awaiting a heart transplant. The night before, his wounded son Danny (Nick Moran) has come to him with a tale of a kidnapping gone wrong. Danny, whom Alan hasn't seen for eight years, offers a deal. If Alan will pose as a kidnapping victim, which will lead to his death, Danny will donate his heart for his sister's transplant. If Alan refuses, then Danny and his friends, the ""new blood"" hired to help with the kidnapping, will die. What will Alan do, and what's really going on here? ",3939
7,The Song Keepers (2017),2017,ActionDocumentary,8 / 10,https://yts.rs/movie/the-song-keepers-2017-2017," An Aboriginal Women's Choir travels to Germany to perform German hymns in their traditional language. ",4444
8,Bloodlines,2010,ActionBiography,6.3 / 10,https://yts.rs/movie/bloodlines-2010," In 1999, South African emigrant psychiatrist Colin Bouwer murdered his wife in what he thought was an undetectable manner. He was not counting on the skills and tenacity of New Zealand police and his colleagues in the medical profession. ",4646
9,0.5 miri,2014,ActionDrama,7.1 / 10,https://yts.rs/movie/0-5-miri-2014," Sawa Yamagishi worked as a nursing-care helper. The family of an old man asked Sawa to sleep with him, which led her to eventually lose her job and house. Now, she has nowhere to go. Sawa finds elderly people in trouble and gets involved in their lives. Meeting them, their lives change and Sawa's own wounds start to heal. ",4444
10,The Wonderland,2019,ActionAdventure,6.1 / 10,https://yts.rs/movie/the-wonderland-2019," The story follows Akane, a girl with no self-confidence. On the day before her birthday, she meets a mysterious alchemist Hippocrates and their student Pipo, who both tell her they're on a mission to save the world. Together, they set out from the basement for ""Wonderland,"" and Akane finds herself labelled Wonderland's savior. ",9595
11,Jet Generation,1968,DramaRomance,4.7 / 10,https://yts.rs/movie/jet-generation-1968," In the ""Swinging Munich"" of the late 1960s: The young millionaire daughter Carroll Buchheim, an American, flew from the United States to Germany to visit her brother, who lives here. ",8888
12,Midnight Delight,2016,ActionAnimation,6.2 / 10,https://yts.rs/movie/midnight-delight-2016," Midnight Delight is a comedy film set in a smoking lounge. It features nine vignettes of comedy, wit and reality that follows strangers in high spirits, crossing paths during nights of exploration. These curious visitors reflect on daily existence, societal curiosities, conversing about various topics. Discussion includes topics varying from ""why do we talk"" to ""what do models eat"", ""if water makes us fat"", to ""if dolphins could be the reason for the inception of the entire universe or its destruction"" moving to even hats, moisturizer, maths, infinity, working out at the gym, dating games and health supplements. ",6363
13,War,2002,ActionDrama,7.6 / 10,https://yts.rs/movie/war-2002," During the bloody war in Chechnya, a British couple and two Russian soldiers are taken hostage by Chechen rebels. Two of the hostages are then released to bring the money for the British woman who is forced to wait for the ransom. ",8686
14,Home,2016,ActionDrama,3.8 / 10,https://yts.rs/movie/home-2016," Carrie, a young religious fundamentalist, is abandoned by her missionary father and has to move in with her mother, who came out of the closet and married another woman. Not only that, but they have a biological child, Tia. The story takes place over the first two days at a strange new house, as Carrie's new parents leave for a business trip, she must take care of her stepsister. As creepy occurrences lead to full blown terror, Carrie must learn to overcome her own fears and beliefs to save her little sister. ",4040
15,Deadly Games,1989,ActionHorror,6.4 / 10,https://yts.rs/movie/deadly-games-1989," Thomas, a very intelligent and resourceful child, is left alone with his beloved and fragile granddad on Christmas Eve, when a psychopath dressed as Santa Claus breaks into their mansion and starts chasing them. Thomas will do whatever he can to save himself and his granddad. ",3636
16,Goosed (1999),1999,Comedy,4.1 / 10,https://yts.rs/movie/goosed-1999-1999," Jennifer Tilly plays a woman who's told by her psychic that the man of her dreams is a doctor named Steve. Guess who the doctor is? ",4848
17,Laws of the Lizard,2017,Documentary,6.6 / 10,https://yts.rs/movie/laws-of-the-lizard-2017," Few creatures have revealed as many biological secrets about the workings of life on Earth as the backyard lizard known as the anole. Join biologists Neil Losin and Nate Dappen on their yearlong examination of this humble but fascinating creature and its remarkable powers of adaptation. It's a whirlwind journey that takes us from Caribbean rainforests to high-tech labs to the city of Miami, leading to incredible discoveries about the laws of the lizard. ",4646
18,The Blue Room (2014),2014,ActionCrime,6.3 / 10,https://yts.rs/movie/the-blue-room-2014-2014," A man and a woman, secretly in love, alone in a room. They desire each other, want each other, and even bite each other. In the afterglow, they share a few sweet nothings. At least the man seemed to believe they were nothing. Now under investigation by the police and the courts, what is he accused of? —Cannes Film Festival ",9292
19,Heneral Luna (2015),2015,ActionBiography,7.5 / 10,https://yts.rs/movie/heneral-luna-2015-2015," Set during the Philippine-American war, Heneral Luna follows the life of one of Philippine History's most brilliant soldier, General Antonio Luna, as he tries to lead his countrymen against colonial masters new and old, and to rise above their own raging disputes to fulfill the promise of the Philippine Revolution. ",12524
0,Hal Sparks: Charmageddon (2010),2010,ActionComedy,7.3 / 10,https://yts.rs/movie/hal-sparks-charmageddon-2010-2010," Hal Sparks has been called one of the top five stand-up comedians working today. His smart, straight edge writing and razor-sharp wit are in full force in this jam-packed one hour special. ",5252
1,Cargo,2006,ActionAdventure,5 / 10,https://yts.rs/movie/cargo-2006," A young backpacker gets into some trouble in Africa and stows away on a cargo ship heading to Europe. ",7272
2,The SpongeBob Movie: Sponge on the Run,2020,ActionAdventure,6 / 10,https://yts.rs/movie/the-spongebob-movie-sponge-on-the-run-2020," When SpongeBob SquarePants's pet snail Gary gets kidnapped by Poseidon and taken to the Lost City of Atlantic City, he and his best friend Patrick Star must go on a rescue mission to save him from the dastardly plan of Poseidon before it is too late. ",302697
3,Operation Christmas Drop,2020,ActionComedy,5.8 / 10,https://yts.rs/movie/operation-christmas-drop-2020," Congressional aide Erica (Graham) forgoes family Christmas to travel at her boss's behest. At a beachside Air Force base, she clashes with Capt. Andrew Jantz (Ludwig), who knows her assignment is finding reasons to defund the facility. ",29189
4,Kannibal,2001,Horror,2.6 / 10,https://yts.rs/movie/kannibal-2001," A rival mobster and the police enter the weird world of a beautiful female mob boss in order to do battle with her and bring her organization down. ",2929
5,Hot Gimmick: Girl Meets Boy (2019),2019,ActionDrama,4.5 / 10,https://yts.rs/movie/hot-gimmick-girl-meets-boy-2019-2019," Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi too. They begin to go steady, but soon it transpires that not everything as easy or straightforward. Time to unravel the mystery. —aghaemi ",3535
6,Le jeune Ahmed,2019,Drama,6.5 / 10,https://yts.rs/movie/le-jeune-ahmed-2019," A Belgian teenager hatches a plot to kill his teacher after embracing an extremist interpretation of the Quran. ",4242
7,Nine Lives,2002,ActionHorror,2.3 / 10,https://yts.rs/movie/nine-lives-2002," Tim plans to spend his 21st birthday at his Scottish estate with eight of his closest friends. Amongst the excitement of rediscovering old friendships, no one minds that a snowstorm has cut them off from the rest of the outside world. Everything is set for the perfect weekend, until one of the guests stumbles across an old history of the house with the power to unleash the horrors of Scotland's past. The book tells of Murray, the old Scot patriot, who has had his eyes torn out and his house taken away during the English invasion. Intent on exacting bloody revenge on the reunited English friends Murray possesses the body of a guest and turns him into a murderer. He seems impossible to stop as when the possessed guest is killed, Murray passes into the killer to continue his mission of murdering all nine of them. It is survival of the fittest as the friendships are pushed to the limit. No one can guess who the next killer will be or how to break the chain. Only one will survive. ",5353
