,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
10,Dancing on Glass,2022,DramaThriller,5.4 / 10,https://yts.rs/movie/dancing-on-glass-2022," When pressure threatens a ballerina in a new lead role, she and an outcast dancer create their own world, free from others' expectations. ",7676
11,Metal Lords,2022,ComedyDrama,6.8 / 10,https://yts.rs/movie/metal-lords-2022," The only two kids who care about heavy metal in their high school want to form a heavy metal band but fail to find a bass player. They do, however, find a girl adept at cello. If these three can settle their differences, work together, and stay out of trouble, they could win the upcoming Battle of the Bands. ",27775
12,Inubu,2021,Family,6 / 10,https://yts.rs/movie/inubu-2021," A veterinary student is not just looking for money and a career. He has a genuine desire to help animals. He personally cares and does everything he can. He rescues a dog from a cruel life and founds an association to organize help for these animals. His fellow student, among others, joins him. Years pass until news of the founder spreads. —aghaemi ",4343
13,Koran by Heart,2011,DocumentaryNews,7.2 / 10,https://yts.rs/movie/koran-by-heart-2011," 110 kids from the Islamic world are chosen and arrive in Cairo for the world's oldest Koran reciting contest. KORAN BY HEART follows two boys from Senegal and Tajikistan, and a little girl from Maldives - who go head-to-head with kids nearly twice their age in the pronunciation, recitation and perfected memorization of the Qur'an. Even as their own future hangs in the balance, they are caught between fundamentalist and moderate visions of Islam. —Anonymous ",3939
14,David Beckham: Infamous,2022,BiographyDocumentary,4 / 10,https://yts.rs/movie/david-beckham-infamous-2022," David Beckham, a household name, footballing icon and at one point the most hated man in England. A comprehensive look at David Beckham's footballing career focusing on his England redemption, World Cup dreams, trial by media and becoming brand Becks. From humble beginnings in Leytonstone to achieving England's most capped outfield player, winning the illustrious treble and becoming the highest-paid player of all time, Beckham truly is a modern-day phenom. Taking on brand deals and appearances Beckham became the most commercially valuable player in the world playing for Goliaths, Manchester United, Real Madrid and AC Milan. There is no doubting the commercial success of brand Becks and when a player wins as much silverware as Beckham, there's no doubting their playing career either. ",9393
15,Umma,2022,DramaHorror,4.7 / 10,https://yts.rs/movie/umma-2022," Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother. ",129684
16,Agent Game,2022,ActionThriller,3.8 / 10,https://yts.rs/movie/agent-game-2022," A CIA officer finds himself the target of a rendition operation after being scapegoated for the death of an interrogation subject. ",59489
17,As They Made Us,2022,Drama,5.9 / 10,https://yts.rs/movie/as-they-made-us-2022," A divorced mom tries to make peace with her dysfunctional family as she finds a second chance at love. ",17574
18,American Revolution 2,1969,Documentary,6.4 / 10,https://yts.rs/movie/american-revolution-2-1969," A gritty but essential documentary charting social turbulence in late 1960's Chicago. American Revolution 2 includes footage of the 1968 Democratic Convention protest and riot, a critique of the events by working class African-Americans in Chicago, and attempts by the Black Panther Party to organize poor, southern white youths on the city's north side. —Anonymous ",2828
19,Coast,2021,Drama,5.7 / 10,https://yts.rs/movie/coast-2021," Desperate to escape the trappings of her small coastal farming town, 16-year-old Abby falls for the lead singer of a touring rock band and must decide whether or not to leave her family and friends behind. With live music performances and an exciting ensemble cast, COAST is about female friendships, finding your truth and letting the music take you home. ",11312
0,A Bullet Is Waiting,1954,CrimeDrama,5.5 / 10,https://yts.rs/movie/a-bullet-is-waiting-1954," A policeman and his prisoner survive the crash of the plane in the mountains in which they were traveling. They seek shelter in the lonely hut of a man and his daughter... —Volker Boehm ",5252
1,Drive My Car,2021,Drama,7.7 / 10,https://yts.rs/movie/drive-my-car-2021," Two years after his wife's unexpected death, Yusuke Kafuku (Hidetoshi Nishijima), a renowned stage actor and director, receives an offer to direct a production of Uncle Vanya at a theater festival in Hiroshima. There, he meets Misaki Watari (Toko Miura), a taciturn young woman assigned by the festival to chauffeur him in his beloved red Saab 900. As the production's premiere approaches, tensions mount amongst the cast and crew, not least between Yusuke and Koshi Takatsuki, a handsome TV star who shares an unwelcome connection to Yusuke's late wife. Forced to confront painful truths raised from his past, Yusuke begins - with the help of his driver - to face the haunting mysteries his wife left behind. ",48581
2,Parallel Mothers,2021,Drama,7.1 / 10,https://yts.rs/movie/parallel-mothers-2021," Two women, Janis and Ana, coincide in a hospital room where they are going to give birth. Both are single and became pregnant by accident. Janis, middle-aged, doesn't regret it and she is exultant. The other, Ana, an adolescent, is scared, repentant and traumatized. Janis tries to encourage her while they move like sleepwalkers along the hospital corridors. The few words they exchange in these hours will create a very close link between the two, which by chance develops and complicates, and changes their lives in a decisive way. —Sony Pictures ",24341
3,The Dilemma of Desire,2020,Documentary,6.4 / 10,https://yts.rs/movie/the-dilemma-of-desire-2020," Explores the work of four women who are shattering myths and lies that women are being told about their sexual desire and their bodies. ",5151
4,One Child Left Behind: The APS Teaching Scandal,2020,Documentary,6.8 / 10,https://yts.rs/movie/one-child-left-behind-the-aps-teaching-scandal-2020," In 2009, an unprecedented 1,176 Atlanta teachers were investigated for test cheating; 85 were indicted, 12 went to trial and found guilty on RICO charges typically reserved for the mafia and drug lords. Convicted and sentenced to upward of 30 years in prison, the guilty finally break their silence in ""One Child Left Behind: The Untold Atlanta Cheating Scandal"". Was the controversial legislation called No Child Left Behind to blame for such widespread cheating in Atlanta public schools - or did politics, race and the power struggle for control of 50 million federal dollars play a significant role? Find out in this powerful documentary film featuring exclusive interviews by 6 of the convicted, the whistle blowers, the accused, the cheaters, the prosecution, the DA, the defense attorneys and the students ""left behind"". —Producers ",4545
5,A Dark Truth,2012,ActionDrama,5.6 / 10,https://yts.rs/movie/a-dark-truth-2012," A large international water purification company has a major filtration system malfunction in Ecuador, South America resulting in a typhoid breakout in the town. Government security forces move in and shoot the villagers to prevent the information getting out and spoiling the next big deal the company is working on in South Africa. Morgan Swinton, the daughter in the family controlled business discovers what is happening and hires an ex-CIA agent, Jack Begosian, to go down and get the information on what is really happening. The company's security force, working with the brother, are overly aggressive and have secretive special handling resources to deal with the woman, her contract investigator and the witnesses from the village that survived to prevent anything impacting the pending closure of the next multi-million dollar deal. There are homicides, suicides, double crosses and lots of gratuitous violence before the truth gets told. —Prairiekid ",9191
6,The Ballad of Jack and Rose,2005,Drama,6.6 / 10,https://yts.rs/movie/the-ballad-of-jack-and-rose-2005," 1986. Jack Slavin, an engineer by trade, and his mid-teen daughter Rose Slavin live in virtual isolation on what was once a commune that Jack and a group of others built in 1968 on sparsely populated Marsh Island off the U.S. east coast. Rose's mother abandoned them when Rose was five. Jack has passed to Rose a sense of ecological preservation, placing them at odds with Marty Rance, who is building a housing complex on the island on a wetlands. They are able to live this life on the commune property in their ecological bliss due to a sizable inheritance, Jack who will occasionally take out his checkbook in order to solve whatever problem he may be facing. Jack also took Rose out of school when she was eleven as he didn't believe in what the traditional school system was teaching. Their quiet life together is threatened by the fact that Jack has a heart condition which will probably kill him sooner than later. Wanting to ensure that Rose is taken care of after his passing, Jack makes the unilateral decision to ask Kathleen, a woman who he has been dating for four months, to move in, along with her two mismatched sons, half-brothers Rodney and Thaddius who don't much like each other. Jack tries to pass Kathleen and her sons to Rose as ""an experiment"" and the three of them solely as ""guests"", rather than the reality of them truly moving in. Kathleen, who had never met Rose before, agreed in her savior complex and in truly loving Jack, knowing fully the reasons for he asking her. These changes deeply affect Rose, who has had Jack all to herself for the better part of her life - she who threatens to commit suicide after Jack dies - and comes at a key point in her own life as she is just starting to explore her sexuality. —Huggo ",5555
7,Garage Sale Mysteries Garage Sale Mystery: The Beach Murder,2017,CrimeMystery,6.9 / 10,https://yts.rs/movie/garage-sale-mysteries-garage-sale-mystery-the-beach-murder-2017," Jenn suspects a murder when a body of a surfer washes up on a beach. Drowning is suspected, but the surfer's wife thinks as he was a good swimmer, this does not ring true. Meanwhile Jenn's son is preparing for an audition for the ""Romeo and Juliet"" play. —Chris Williams ",7575
8,Johnny Corncob,1973,AdventureAnimation,7.6 / 10,https://yts.rs/movie/johnny-corncob-1973," A traditional Hungarian poetic fairytale that describes the epic adventures of a young shepherd through love, war, magic and death. ",3535
9,One Good Turn,1931,Comedy,7.2 / 10,https://yts.rs/movie/one-good-turn-1931," Stan and Ollie are down on their luck and beg at an old lady's house for food. While they are eating they overhear a villainous landlord (Finlayson) threatening to evict her if she does not pay the mortgage. Not realizing that they are hearing a rehearsal for a play, the boys decide to auction their car to help. In the confusion surrounding the auction, Stan finds himself in possession of a fat wallet and Ollie accuses him of stealing the old lady's money. When the truth is revealed, Stan exacts painful retribution. —Stephen Harrison ",9595
10,Hog Wild,1930,ComedyFamily,7.6 / 10,https://yts.rs/movie/hog-wild-1930," Mrs. Hardy insists that Oliver mount the radio aerial on the roof before he goes off gallivanting with his friend Stanley. But with Stanley's assistance, Oliver spends more time falling off the roof than atop it. Making one last attempt, Oliver climbs to the top of a ladder he's mounted on his Model T Ford, but just then Stanley accidentally starts the car. A wild ride through the streets of Culver City culminates in an unscheduled streetcar stop. —Paul Penna ",9898
11,Come Clean,1931,Comedy,7.3 / 10,https://yts.rs/movie/come-clean-1931," The Hardys, hoping to avoid having the Laurels drop in and spoil their quiet evening, pretend not to be home when the couple inevitably call. But their subterfuge is discovered, and to make the best of it, Stanley and Oliver go out to buy ice cream. On the way, they spot Kate, a woman wanted by the police, jump in the river. They save her, only to have her blackmail them into supporting her, or else she'll claim they tried to kill her. Back home, troubles ensue when the boys try to keep their wives from learning what they've brought home instead of ice cream. —Paul Penna ",9494
12,Brats,1930,ComedyFamily,7.4 / 10,https://yts.rs/movie/brats-1930," Stanley and Oliver are trying to spend a relaxing night at home playing checkers, but the antics of their mischievous sons keep interrupting their recreation. Exasperated, the fathers send their misbehaving offspring to bed and start in on a furniture-destroying game of billiards. Upstairs, the kids continue to cause a ruckus and leave the bathtub faucet running full force. Finally, Oliver asks if they'll go to sleep if he gives them each a drink of water, then heads for the bathroom door. —Paul Penna ",8787
13,Dandelions by the Roots,1964,Comedy,5.9 / 10,https://yts.rs/movie/dandelions-by-the-roots-1964," Jockey Jack has a bill open with a gangster just released from jail. He somehow manages to parry the gangster's knife attack backstage at a theatre and the latter ends up dead being put into a double bass case. A day later the gangster mysteriously has disappeared, but it turns out that he was carrying a bet ticket for a horse race now worth over a million. A turbulent run for the money begins. —Oliver Heidelbach ",3535
14,Twin Falls Idaho,1999,Drama,7.2 / 10,https://yts.rs/movie/twin-falls-idaho-1999," Francis and Blake Falls are conjoined twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation. Viewers will be inclined to believe that the two are really Siamese twins, but in fact they are simply real-life brothers playing the parts convincingly. —John Sacksteder ",7070
15,The Privilege,2022,ActionDrama,4.6 / 10,https://yts.rs/movie/the-privilege-2022," A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events. ",10908
16,Hathi,1998,Drama,7.2 / 10,https://yts.rs/movie/hathi-1998," 5000 years ago, in India, men started to capture and tame elephants for war, parades and worship. Still today, the young Makbul grows up in daily contact with the wild and domesticated elephants that live in the forest around his native village in southern India. Over the objections of his mother, Makbul follows in the footsteps of his father and grandfather, going deep into the forest to learn the age-old profession of the mahout, or elephant handler in the government's employ. When an elephant calf named Vikrama is born, the animal is placed under Makbul's care. The boy raises and trains the elephant, but when his father dies, Makbul now head of the family but too young to be hired by the forest department, must seek work in the neighboring villages, away from the elephants. The bond between Makbul and the life of his forebears is too strong, and as he passes into adulthood, his destiny of becoming a mahout is fulfilled. But times have changed, the forest operations have come to an end and no longer require the elephants and their handlers. Vikrama is sold and Makbul is charged with delivering the elephant to its buyer. They head off across India, further and further away from the world of the forests, up to an animal fair in the north. There, Makbul understands that the buyer is a corrupt dealer who has obtained the elephant at Government rate only to sell it at a higher price to someone else. Vikrama is placed in the care of a rougher mahout and kills him. Calamity ensues, and only Makbul can save Vikrama from further misfortune. And so they begin the long journey into an uncertain future, a man and an elephant bound together by centuries of tradition but with less and less of a place in this world to call their own. —Philippe Gautier ",5757
17,"February 15, 1839",2001,DramaHistory,7.2 / 10,https://yts.rs/movie/february-15-1839-2001," French Canadians face execution after a revolt against British bureaucrats in Quebec. ",4545
18,Don't Go Breaking My Heart,2021,ComedyRomance,6.6 / 10,https://yts.rs/movie/dont-go-breaking-my-heart-2021," Miranda's Breakup Boot Camp, touted as the greatest thing in breakup therapy since sliced bread, is taking Portland, Oregon by storm, so much so that psychologist Dr. Miranda Faraday, who developed the six week program largely styled as a traditional boot camp, is in the process of expanding the business in order to meet demand. She developed the program in part as her own therapy to deal with the emotions surrounding her now ex-husband, Dex Finnegan, leaving her. She would also admit to herself that the boot camp is not easy in she herself having broken one of her own cardinal rules in recently having cyberstalked Dex. Among the disparate group that has signed up for the latest camp is magazine reporter Ben Meyers, a reluctant attendee who does not inherently believe in such therapy, viewing it solely as meaningless psychological mumbo-jumbo and a fad, but is attending as a favor to support his sister, Kim, who is dealing with the discovery of her ex-husband getting engaged, and who, in attending, does truly believe in such therapy being able to ease her pain. While Ben is indeed dealing with his last girlfriend Jennifer having recently broken up with him, Ben, if being honest to himself, would admit that it is the breakup with a former girlfriend, Serena, from ten years ago that has made him a broken man unable to commit. Two opposing items complicate matters between Miranda and Ben. First, they start to fall for each other, no dating between camp members one of the golden rules in the inherent issues with the rebound. That may be a moot point with the second in Ben's assignment editor Leo learning of he being in boot camp: to write an exposé on Miranda and the camp, a promotion to an editorial position and a corner office pending the resulting article. —Huggo ",12019
19,Seasons,2015,Documentary,7.3 / 10,https://yts.rs/movie/seasons-2015," Jacques Perrin and Jacques Cluzaud return to the lush green forests, when the ice retreated, and the cycle of seasons was established. SEASONS is the awe-inspiring tale of the long shared history that binds humankind and nature. ",6464
0,Ken,1964,ActionDrama,7.5 / 10,https://yts.rs/movie/ken-1964,"  ",3131
1,Troglodyte,2008,ActionAdventure,4.2 / 10,https://yts.rs/movie/troglodyte-2008," The fishing vessel Solita crosses a storm during the night and the Skipper Will McKenna witnesses a weird creature attacking the crewman Joey. They return to the dock and Will has difficulties to pay the amount he owes to the former owner of the boat, Roy. The fish population is reducing in the area and the biologist Arden is investigating the possible causes. Meanwhile, Will's daughter Carly steals the keys of her father's cottage in a nearby island and plans to travel with her boyfriend Danny and their friends Erin and Drew to spend the weekend in the island. However, Drew is murdered by a deep sea predator on the dock and his pieces are found by Will and Arden. Carly, Danny and Erin do not have any news from their friend and travel to the island without Drew. Sooner Erin is murdered by the creature and Danny is bitten by a newborn reptile. Danny and Erin seek shelter in the cabin but they are trapped there by the creatures. In the continent, Will and Arden learn that the deep sea predator is a very dangerous species, after a series of lethal attacks, and they head to the island to rescue Carly. —Claudio Carvalho, Rio de Janeiro, Brazil ",12625
2,The Baron of Arizona,1950,ActionBiography,7 / 10,https://yts.rs/movie/the-baron-of-arizona-1950," Master swindler James Reavis devotes years to forging documents that will give him claim to the entire state of Arizona. He finds a young girl whom he believes is an orphan and hires a governess to educate her in the manner of the Spanish aristocracy. He invents deceased parents for her whose ancestry can be traced to a mythical Spanish nobleman. He then insinuates himself into a Spanish monastery for three years so he can access its biblioteca which carries the records of Spanish land grants. He later joins a gypsy band to have access to the library of a Spanish noblemen where he can alter duplicate documents. When everything is in place, he marries the now-grown young woman and puts in his claim as her husband as the Baron of Arizona. —Gabe Taverney ([email protected]) ",3232
3,Candy,2017,Action,4.4 / 10,https://yts.rs/movie/candy-2017," This dramatic tale of four women running the dope game in a big city is a familiar story that is as colorful as the characters they meet in the streets. We follow them on separate journeys to sustain the same objective of maintaining and increasing territory. YaYa, her right hand and best friend locks down problems and solves them without question. She as hood as they come with a sexy ruthless attitude. Dody is Candy's younger cousin who's loyal to the bone, but a bit green when it comes to the seriousness of the business at hand. And Joy, a pretty Latina chick, won't break a sweat remove someone or something out of her way to stay on track. These four women funnel their funds through a very prestigious high end hair and massage salon that sits at the hub of the city. Men and women alike flock to this establishment from all over the country for its professional quality, perfection to detail, and gossip. It's the main funnel that these ladies use as an information wire to know all the dirt in the streets. Plus, it keeps them looking damn good while they handle business. With the respect from the streets and a crooked cop wanting them dead or alive, the only means of survival in the game is drugs, murder, and dirty money. —Nahala Johnson ",13029
4,Weirdos,2016,Drama,6.6 / 10,https://yts.rs/movie/weirdos-2016," Nova Scotia. 1976. It's the weekend of the American Bicentennial and 15-year-old Kit is running away from home. Enlisting the help of his girlfriend Alice, Kit hitchhikes through the stunning maritime landscape towards a new home with his glamorous, artistic mother Laura. However, as Kit and Alice near their final destination they find their relationship tested as Kit approaches a realization that will change his life forever. ",5353
5,Appalachian Spring,1958,Music,6.4 / 10,https://yts.rs/movie/appalachian-spring-1958," A filmed version of Aaron Copland's most famous ballet, with its original star, who also choreographed. ",3636
6,Cougar Club,2007,ActionComedy,4.1 / 10,https://yts.rs/movie/cougar-club-2007," When Spence and Hogan graduate from college, life is bleak. They have to work for heinous divorce lawyers that torture them. Spence has a girlfriend from hell and Hogan just wants to start his life already. As luck would have it, our two young men are presented with an opportunity, they develop a club of young men devoted to the older woman, the ""Cougar"" if you will. It is this club that ultimately guides our two heroes into young adulthood. ",11716
7,The Midnight Sky,2020,ActionDrama,5.6 / 10,https://yts.rs/movie/the-midnight-sky-2020," A scientist is working alone at a remote Arctic research station when he learns of a mysterious global disaster. At the same time, he meets a strange girl in the Arctic, with whom he must stop the return to Earth of the crew of the spaceship ""Aether"". —Bazza the Beast ",77770
8,"Watch Out, Crimson Bat!",1969,ActionAdventure,6.4 / 10,https://yts.rs/movie/watch-out-crimson-bat-1969," Oichi, the blind swordswoman, receives a scroll with a secret message from a dying courier, that must be handed to Murobuse, a high officer of the Shogunate. Her path is full of obstacles that delay her, or put her life in danger, from hungry orphans to a dagger thrower in a carnival, from robbers to a rival samurai... Will the secret of how to produce a new kind of explosive fall in the wrong hands? —Artemis-9 ",3636
9,Reversal,2020,ActionDrama,3.3 / 10,https://yts.rs/movie/reversal-2020," A social-drama set in an alternate time-line where Caucasians are the racially oppressed minority, Reversal follows the romance of two high-school students: Sammy and Ella, one from a rich African-American family, and the other from poor white trash. Both Sammy and Ella overcome prejudice and bullying from the dysfunctional families and environments and bring with them a little bit of change. ",7474
10,All My Life,2020,ActionDrama,6.2 / 10,https://yts.rs/movie/all-my-life-2020," A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer. ",61408
11,A Wife's Suspicion,2016,ActionCrime,5.1 / 10,https://yts.rs/movie/a-wifes-suspicion-2016," Renee and Jack Murphy, a forensic investigator for the Portland Police Department and a computer systems designer respectively, have been married for six months. Prior to Jack, Renee had seriously dated Detective Kyle Ferguson, with who she still works at the PPD. Kyle admits that he still has feelings for Renee, but respects what she needed to do for her own life in breaking up with him and marrying Jack. Kyle and Jack were also best friends, that friendship which has been strained by Jack and Renee's marriage. Kyle himself is a widower, his wife Holly, who was also an officer at the PPD, having been murdered, with her killer never caught. In the City's latest homicide, that of a young woman, Renee notices some evidence that is remarkably similar to a cold case, the specific case she cannot remember. If there is indeed a connection, that would mean that there is a serial murderer loose in the City. Renee and her forensic colleague Tim Watson uncover more and more forensic evidence, and in combination with what look to be lies and inconsistencies in his life points to Jack perhaps being the killer. Renee has to decide how far to go with the investigation against her husband, who, conversely could be being set up by the real killer if he is indeed innocent. —Huggo ",6060
12,Shinobi no mono: Iga-yashiki,1965,ActionDrama,7 / 10,https://yts.rs/movie/shinobi-no-mono-iga-yashiki-1965," The story of Saizo's son, Kirigakure Saisuke, who after seeing his father die at the Battle Of Shimabara, grows up to be an expert ninja. ",3636
13,Half Brothers,2020,ActionComedy,6.1 / 10,https://yts.rs/movie/half-brothers-2020," Renato, a Mexican aviation exec, is shocked to learn he has an American half-brother he never knew about, the free-spirited Asher. They are forced on a road trip together, tracing the path their father took from Mexico to the US. ",76659
14,Strain 100,2020,ActionAdventure,3 / 10,https://yts.rs/movie/strain-100-2020," After surviving a terrifying car crash, a young woman discovers that aggressive, flesh-eating zombies have overtaken the entire area. She must figure out what is happening and why in hopes of escaping her horrifying circumstances. ",29290
15,When We Last Spoke,2019,Drama,7.1 / 10,https://yts.rs/movie/when-we-last-spoke-2019," In 1967, two sisters are abandoned and raised by grandparents in the town of Fireside. Humor, heartbreak and triumph are served with whipped cream and lots of local nuts in this heartwarming tale of family, friendship and forgiveness. ",8282
16,The Climb,2019,ActionComedy,6.8 / 10,https://yts.rs/movie/the-climb-2019," Kyle and Mike are best friends who share a close bond - until Mike sleeps with Kyle's fiancée. The Climb is about a tumultuous but enduring relationship between two men across many years of laughter, heartbreak and rage. It is also the story of real-life best friends who turn their profound connection into a rich, humane and frequently uproarious film about the boundaries (or lack thereof) in all close friendships. ",15352
17,Shinsho: shinobi no mono,1966,ActionDrama,7.1 / 10,https://yts.rs/movie/shinsho-shinobi-no-mono-1966," It is the 1570's in Japan. Ninja Kasumi Kanbey specializes in making gunpowder. He lives with his young son Kojiro, who witnesses his assassination by five skilled ninjas. Kanbey manages to kill two of his attackers before succumbing to their attack. Kojiro embarks on a journey to avenge his father against the remaining three assassins. His first attempts meet with failure and so he begins seeking training from a Ninjitsu master to become skilled enough to eliminate his enemies. The master is said to be hiding in the Kai Province of Takeda Shingen. Stars ninja superstar Raizô Ichikawa, and for ninja fans is a must see. ",3333
18,"Trapped, the Crimson Bat",1969,ActionAdventure,6.8 / 10,https://yts.rs/movie/trapped-the-crimson-bat-1969," Blind swordswoman Oichi ponders whether a life of peace might be better than killing criminals for money. ",3535
19,Save Me,1994,ActionMystery,3.8 / 10,https://yts.rs/movie/save-me-1994," The super-fool Jim, a West Coast stockbroker, has newly separated from his wife, Gail. He's more than ready to be suckered when shapely mall sylph Ellie slips him a note reading ""Save me."" She angers Jim with woeful reports of abuse at the hands of her live-in lover, psychiatrist Oliver. Soon, a car chases Jim and shots are fired at him. ",22321
0,Sylvie's Love,2020,ActionDrama,6.8 / 10,https://yts.rs/movie/sylvies-love-2020," Years after their summer romance comes to an end, an aspiring television producer and a talented musician cross paths, only to find their feelings for each other never changed. With their careers taking them in different directions, they must choose what matters most. ",13231
1,This Much,2018,ComedyRomance,5.6 / 10,https://yts.rs/movie/this-much-2018," Russian mail order bride tries to balance her love life with her rich but morally bankrupt husband and her scruffy yet charming paramour. ",8282
2,Shinobi no mono: Zoku Kirigakure Saizô,1964,ActionDrama,6.9 / 10,https://yts.rs/movie/shinobi-no-mono-zoku-kirigakure-saizo-1964," In part five of the 8-part Shinobi No Mono Ninja film series the heroic ninja Kirigakure Saizo (Raizo Ichikawa, of Sleepy Eyes of Death fame) serves the daimyo Sanada, played by Lone Wolf and Cub star Tomisaburo Wakiyama. They are assaulted by Ieyasu and his soldiers. They flee to an allied camp, and once there start plotting how to fight back and win the war. They come across a gun merchant with a unique, three-barrel gun, giving the holder incredible fire power. They begin to strategize ways to find out how the merchant selling these firearms has acquired them, hoping that possession of these weapons in their arsenal will lead to ultimate victory. The merchants of Tanegashima are the makers of the gun, and claim they have made it according to a blueprint gained from the only Western traders they are allowed to do business with, the Portuguese. The Sanada partisans know that can't be true because the 3-barrel gun is made of iron too fine for the Portuguese to have access to. They must unravel the secret of the ""3-barrel gun"". Kirigakure is sent to the Island city of Tanegishima to solve the mystery. Once there he will need all his ninja skills to survive, not only the Tanegishima cartel and their Chinese allies, but enemies from his past, in the form of the daughters of a slain enemy ninja. Can he get the job done and stay alive? ",2828
3,"Crimson Bat - Oichi: Wanted, Dead or Alive",1970,ActionAdventure,6.6 / 10,https://yts.rs/movie/crimson-bat-oichi-wanted-dead-or-alive-1970," Oichi the Blind helps a woman escape the clutches of a high government official to go off with the man she loves. The official puts a reward on her head of fifty gold pieces and soon a menagerie of bounty hunters are after her skin. Three of them band together to accomplish this, one an expert swordsman, another a huge judo master and the third is deadly with a chain. To escape, she heads for the fishing town of Itso but soon comes face to face with Sankuro, the swordsman. ",3030
4,Yunhui-ege,2019,ActionDrama,7 / 10,https://yts.rs/movie/yunhui-ege-2019," Yoon-Hee lives with her teenage daughter Sae-Bom. On a winter day, Yoon-Hee receives a letter from Otaru, Japan. Sae-Bom accidentally reads the letter and learns about her mother's first love, which she never spoke about before. ",6060
5,The Last Shift,2020,ActionComedy,5.7 / 10,https://yts.rs/movie/the-last-shift-2020," Stanley's last shift at his fast food job takes an unexpected turn when he befriends a young African-American work employee. ",18281
