,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
11,Gukoroku - Traces of Sin,2016,DramaMystery,6.7 / 10,https://yts.rs/movie/gukoroku-traces-of-sin-2016," Magazine reporter TANAKA is granted request to investigate a year old murder case gone cold, where a ""perfect"" family - a successful businessman, his beautiful wife and adorable child - were brutally murdered. Tanaka interviews acquaintances of the dead but gradually finds out that the family was not exactly ideal as believed, as stories of their true nature unfold. Equally disturbing are the interviewees themselves, each letting loose their own hidden nature. Meanwhile Tanaka himself is burdened when his younger sister Mitsuko is arrested for child abuse. GUKOROKU is a haunting and intense tale of the demons we face every day - inside and out. ",4848
12,The Weeknd x the Dawn FM Experience,2022,,7.8 / 10,https://yts.rs/movie/the-weeknd-x-the-dawn-fm-experience-2022," Enter the experience of Dawn FM as The Weeknd performs his latest album live in a theatrically unsettled and unnerving world. ",17574
13,Luck-Key,2016,ActionComedy,6.9 / 10,https://yts.rs/movie/luck-key-2016," A reverse comedy that tells the story of a perfectionist assassin who falls and hits his head in a sauna, giving him amnesia. When a down-and-out actor switches locker keys with him, they switch lives until the hit-man, who soon becomes an action hero on TV, starts to remember things. ",9999
14,Alanis Morissette: Live at Montreux 2012,2013,Music,7.6 / 10,https://yts.rs/movie/alanis-morissette-live-at-montreux-2012-2013," Alanis Morissette is one of the most successful female artists and songwriters of all time and has sold in excess of 60 million albums worldwide. Her voice is instantly recognisable and she is a consummate live performer. On 2 July 2012 Alanis Morissette returned to Montreux as part of her Guardian Angel Tour in support of her new album ""Havoc And Bright Lights"". It was her third appearance at the festival. The set showcased a number of tracks from the new album (at that point still to be released) alongside classic tracks from across her career. This is Alanis Morissette live at her very best. ",9090
15,Lui,2021,DramaThriller,5 / 10,https://yts.rs/movie/lui-2021," Lacking inspiration, a composer isolates himself at a desolate house, on a small island, in Brittany. There he finds an old piano and receives visits from people who won't let him rest. ",7171
16,The Man Who Saw Frankenstein Cry,2010,BiographyDocumentary,7.2 / 10,https://yts.rs/movie/the-man-who-saw-frankenstein-cry-2010," A documentary depicting the life and films of Spain's 'King of Horror' Paul Naschy, aka Jacinto Molina, actor, writer, producer, and director. ",4949
17,Terror at the Mall,2014,DocumentaryHistory,8 / 10,https://yts.rs/movie/terror-at-the-mall-2014," On September 21st, 2013 a group of four to five young men aged between eighteen to twenty three from a radical Somali outfit related to Al Qaeda known as Al Shabaab, stormed an upmarket mall in Kenya's capital of Nairobi and went on a killing spree that left an estimated 71 people of different nationalities dead in its wake. The first responders included an armed businessman named Abdul Haji and several other plain-clothed cops who made the ultimate call not to wait for reinforcements but instead stormed into the Westgate mall with the aim of saving lives. We follow the heart-wrenching stories of the lucky survivors of this terrorist attack as they narrate the accounts of that Saturday afternoon. Some of them include women and children who lived to tell their stories. HBO also gives us the accounts of the first responders as we observe their performance thanks to the CCTV surveillance systems which the terror gang left intact. —Isaac ",10403
18,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2021,AnimationMystery,7.7 / 10,https://yts.rs/movie/crayon-shin-chan-shrouded-in-mystery-the-flowers-of-tenkazu-academy-2021," When the five visit a private academy Kazama is attacked. He is left with reduced intelligence and strange bite marks. Now available on DVD and BluRay in Japan in the original Japanese audio. ",11211
19,Three Days of Terror: The Charlie Hebdo Attacks,2016,Documentary,6.2 / 10,https://yts.rs/movie/three-days-of-terror-the-charlie-hebdo-attacks-2016," Three Days of Terror: The Charlie Hebdo Attacks examines the 2015 terrorist attack on the French satirical weekly newspaper ""Charlie Hebdo"" where a group of armed Islamic terrorist with rifles and other weapons attack and killed twelve people and injured eleven others in Paris, France. —Shatterdaymorn ",9090
0,Tarzan the Ape Man (1932),1932,ActionAdventure,7 / 10,https://yts.rs/movie/tarzan-the-ape-man-1932-1932," James Parker and Harry Holt are on an expedition in Africa in search of the elephant burial grounds that will provide enough ivory to make them rich. Parker's beautiful young daughter Jane arrives unexpectedly to join them. Harry is obviously attracted to Jane and he does his best to help protect her from all the dangers that they experience in the jungle. Jane is terrified when Tarzan and his ape friends first abduct her, but when she returns to her father's expedition she has second thoughts about leaving Tarzan. After the expedition is captured by a tribe of violent dwarfs, Jane sends Cheetah to bring Tarzan to rescue them... —Gary Jackson ",8383
1,Dennis and Lois (2019),2019,ActionBiography,8 / 10,https://yts.rs/movie/dennis-and-lois-2019-2019," DENNIS AND LOIS is a documentary about a couple of quirky super music fans who've devoted the last 40 years pursuing the thrill of live music and supporting the bands they love. Now, more than ever, the music has become the one thing that keeps them going. The gigs, the artists, and the body-jolting road trips are what Dennis and Lois live for. If you're at a show and you see them in the audience, chances are the band has got that special something. DENNIS AND LOIS will change the way you look at going out to see live music forever. ",4141
2,Dog Days,2013,Documentary,8 / 10,https://yts.rs/movie/dog-days-2013," After losing his job in 2009, Coite Manuel sets off to build his dream business with the help of two unlikely women: Deane, his harp-playing aunt, and Siyone, an East African hotdog vendor and single mother of four. Staking his meager life savings on a vision to revive Washington, D.C.'s dwindling hotdog vending community, Coite faces bewildering challenges. ",3939
3,Blood Line: The Life and Times of Brian Deegan (2018),2018,ActionDocumentary,7.7 / 10,https://yts.rs/movie/blood-line-the-life-and-times-of-brian-deegan-2018-2018," In this adrenaline-soaked documentary, we follow the legendary life and career of motocross superstar, Brian Deegan, one of the most admired action sports athletes in history, as he transitions from an edgy, gravity-defying rebel, to becoming a father to the next generation of motorsports stars. ",4343
4,Maid (2004),2004,ActionComedy,6.6 / 10,https://yts.rs/movie/maid-2004-2004," A light-hearted Thai action comedy about a band of female super-spies who carry no guns nor whips, for their weapons are brooms, mops and buckets of dirty water. The four maids in this movie are hired by the police to perform a secret mission, because as maids, they gain the unusual privilege in accessing all the rooms in the house of a rogue millionaire who is s believed to be a mastermind of a bribery scheme. A playful look at the role of house maids and their unheralded contribution to the peace of society. —Anonymous ",3838
5,Attack of the Killer Tomatoes! (1978),1978,AdventureComedy,4.6 / 10,https://yts.rs/movie/attack-of-the-killer-tomatoes-1978-1978," After a wave of reports of mysterious attacks involving people and pets being eaten by the traditionally docile fruit, a special government task force is set up to investigate the violent fruit and put a stop to their murderous spree. Included in this crack team are a lieutenant who never goes anywhere without his parachute, an underwater expert who's never out of his scuba gear, and a master of disguise who conceals his appearance by dressing as a black Adolf Hitler. —Jean-Marc Rocher ",7171
6,Valiant,2005,AdventureAnimation,5.5 / 10,https://yts.rs/movie/valiant-2005," Set in 1944, Valiant (Ewan McGregor) is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly, but friendly pigeon named Bugsy (Ricky Gervais), who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war. ",10100
7,Viimeinen risteily,1960,ActionAdventure,6.7 / 10,https://yts.rs/movie/viimeinen-risteily-1960," Cliff Henderson and his family are traveling aboard the SS Claridon en route to Japan. The Claridon is an old ship, on its last voyage before heading to the scrap heap. An explosion in the engine room weakens the hull and the ship is now taking on more water than the bilge pumps can deal with. The Captain seems to have difficulty accepting that his ship will sink. Henderson's wife Laurie is severely injured and trapped under a fallen beam. While the men in the engine room work frantically to shore up the hull, Henderson tries to free his wife from the wreckage with the help of one of the crew, Hank Lawson. —garykmcd ",6363
8,I Love You Two (2016),2016,ActionComedy,6 / 10,https://yts.rs/movie/i-love-you-two-2016-2016,"  ",3636
9,Hard Luck Hero,2003,ActionComedy,6.1 / 10,https://yts.rs/movie/hard-luck-hero-2003," The story of three pairs of characters involved one way or the other with the yakuza and a rigged boxing match and fleeing the thugs one way or the other. Filmed as a showcase of the Japanese boy band V6 (to be followed by another by the director), Hard Luck Hero has food, drink, cars, kickboxing, debt, shooting, theft, blackmail and music. ",3131
10,Saving Mes Aynak (2014),2014,ActionDocumentary,9.1 / 10,https://yts.rs/movie/saving-mes-aynak-2014-2014," Saving Mes Aynak follows Afghan archaeologist Qadir Temori as he races against time to save a 5,000-year-old archaeological site in Afghanistan from imminent demolition. A Chinese state-owned mining company is closing in on the ancient site, eager to harvest $100 billion dollars worth of copper buried directly beneath the archaeological ruins. Only 10% of Mes Aynak has been excavated, though, and some believe future discoveries at the site have the potential to redefine the history of Afghanistan and the history of Buddhism itself. Qadir Temori and his fellow Afghan archaeologists face what seems an impossible battle against the Chinese, the Taliban and local politics to save their cultural heritage from likely erasure. —Brent E. Huffman ",4747
11,Bikeman 2,2019,ActionComedy,6 / 10,https://yts.rs/movie/bikeman-2-2019," The story of Sakkarin continues from ""Bikeman"". Sakkarin is now on his full-speed hitting on Jai but love comes with as obstacle as he has to face with challenges posted by Jai's intimidating father. ",4646
12,Okay Madam (2020),2020,ActionComedy,6.5 / 10,https://yts.rs/movie/okay-madam-2020-2020," Mi-Young runs a shop at a traditional market, where she makes and sells twisted bread sticks. Her husband Seok-Hwan works as a computer repairman. One day, Seok-Hwan wins a free trip to Hawaii. Mi-Young and Seok-Hwan will go on their first international trip together. When Mi-Young and Seok-Hwan get on the airplane to Hawaii, things don't go as expected. Terrorists, including Cheol-Seung who chase after a secret agent, get on the same airplane. The passengers soon become hostages. Suddenly, Mi-Young and Seok-Hwan begin to rescue the passengers. ",9696
13,William the Conqueror (TV Movie 2015),2015,DramaHistory,6.1 / 10,https://yts.rs/movie/william-the-conqueror-tv-movie-2015-2015," Blending drama with the explanations of passionate historians and specialists, this enriched historical reconstruction traces 60 years in the life a man who transformed the Middle Ages and laid the foundation of modern Europe, William The Conqueror. ",9494
14,Bikeman,2018,ActionComedy,6.4 / 10,https://yts.rs/movie/bikeman-2018," ""Sakkarin"" is a 25 year old guy who could not find a job as his mother wishes him to be a banker. To take care and make the family happy, he has to lie by wearing the bank uniform out of the house every morning before turns to his true self and his real job as a motorbike taxi man. But, secrets don't exist in this world when he meets his high school crush ""Jai"", a real life banker, ""A"" Jai's boyfriend and a bank director, and ""Uncle Preecha"", an ex-cop friend of his father who always has an eye on him. ",4848
15,Our Genes Under Influence (TV Movie 2015),2015,ActionDocumentary,6.5 / 10,https://yts.rs/movie/our-genes-under-influence-tv-movie-2015-2015," Biology is undergoing a revolution that is radically changing our conception of evolution. Our genes don't control everything: they can be influenced by fascinating mechanisms recently brought to light by international research teams. ",5555
16,Mechanical Marvels: Clockwork Dreams (TV Movie 2013),2013,Documentary,7.9 / 10,https://yts.rs/movie/mechanical-marvels-clockwork-dreams-tv-movie-2013-2013," Excellent one hour documentary narrated by Professor Simon Schaffer which explores the fascinating and rarely told story of automata, those intricate clockwork devices built hundreds of years ago with the intent to mimic and recreate life. Of particular interest are Jaquet-Droz's 'The Writer' (1774) and Merlin's 'The Silver Swan' (1773) which beautifully illustrate the degree of technical mechanical sophistication achieved by artisans over 240 years ago. There is also a funny aside: the record Prof. Schaffer places on the turntable at the end (columbia LX466, 1935 impression) is the Beethoven String Sonata Opus 132 and not the Symphony 7 so BBC used any old record and overlaid the sound track. —escherplex ",6363
17,Scissors,1991,HorrorThriller,5.2 / 10,https://yts.rs/movie/scissors-1991," After a young woman is attacked in the elevator she meets her neighbours (two brothers) for the first time. One of the brothers has a secret, the other has a crush on her. Her analyst tries to help her over the attack, but when she is invited to a mysterious apartment things get worse and worse. ",6464
18,Win! (2016),2016,ActionDocumentary,7.6 / 10,https://yts.rs/movie/win-2016-2016," The all-access story of the inaugural 2015 season of New York City Football Club, aka NYCFC. Even with the backing of the New York Yankees and British soccer powerhouse Manchester City, winning over the hearts of New Yorkers will be an uphill battle. The first step is to sign three of the most legendary international players of all time: David Villa, Frank Lampard, and Andrea Pirlo. —FilmBuff ",3232
19,The Worm Hunters (2011),2011,Documentary,7.4 / 10,https://yts.rs/movie/the-worm-hunters-2011-2011," An epic adventure into an underground science and an unstoppable passion. Earthworm scientists concoct a plan to find and name their ultimate discovery...the world's first Super Worm. Nothing will stop them as they travel to all corners of the world with spades, GPS worm locators and secret worm outing fluids to unearth their prize. Winner of multiple film festival awards. —Anonymous ",2626
0,The Toll,2020,HorrorThriller,5.3 / 10,https://yts.rs/movie/the-toll-2020," It's 1 A.M. An exhausted Cami orders a ride-share at the airport. Her driver: Spencer, awkward and unsettling. Her destination: Her dad's place in the middle of nowhere. Cami grows increasingly suspicious of Spencer's odd behavior. This fear gives way to full-blown terror when their car breaks down on a secluded road. And they both realize they're not alone - Suddenly the car comes under attack - a rock smashes through the window. Attached to a message that warns visitors must ""pay the toll."" Cami and Spencer realize it's a supernatural force haunting them: the Toll Man, pitting these two strangers against each other. Until they discover that for either to survive, one of them has to die. ",22826
1,The Big Green,1995,ActionComedy,5.6 / 10,https://yts.rs/movie/the-big-green-1995," Another Disney underdog sports team of misfit kids (soccer this time) learns to play a new sport and become champions, while building self-esteem, making friends and solving a variety of dramatic family crises, through the able assistance of a foreign exchange teacher and a former local sports hero as coaches. ",4848
2,Kiss Me,2011,ActionDrama,6.8 / 10,https://yts.rs/movie/kiss-me-2011," MIA (Ruth Vega Fernandez) and FRIDA (Liv Mjönes), both in their thirties, meet each other for the first time at their parents' engagement party. Mia's father, Lasse (Krister Henriksson), is about to get married to Frida's mother, Elizabeth (Lena Endre), which will make Mia and Frida stepsisters. Lasse's daughter, Mia, has not visited her father in years and arrives with her boyfriend, Tim (Joakim Nätterqvist), with whom she is about to get married. As Mia and Frida get to know one another, strong emotions begin to stir between them. Their relationship will turn everything upside down for everyone close to them with dramatic consequences. —Anonymous ",9191
3,Kivikauden fossiililöydöt (TV Movie 2014),2014,Documentary,7.2 / 10,https://yts.rs/movie/kivikauden-fossiililoydot-tv-movie-2014-2014," A team of Australian and Chinese scientists discover ancient human remains in a remote cave in South West China. The bones are unlike any living human or any ancient human known to science, yet they were alive at the same time as humans of our own kind. Do they represent a new human species? ",4747
4,Calculating Ada: The Countess of Computing,2015,ActionDocumentary,7.4 / 10,https://yts.rs/movie/calculating-ada-the-countess-of-computing-2015," Ada Lovelace was a most unlikely computer pioneer. In this film, Dr Hannah Fry tells the story of Ada's remarkable life. Born in the early 19th century Ada was a countess of the realm, a scandalous socialite and an 'enchantress of numbers'. The film is an enthralling tale of how a life infused with brilliance, but blighted by illness and gambling addiction, helped give rise to the modern era of computing. ",4949
5,Hemingway Unknown,2012,Documentary,7.5 / 10,https://yts.rs/movie/hemingway-unknown-2012," Ernest Hemingway is an almost mythical figure. In addition to being an author, he is literary work himself - a real rock star ante litteram. Much of his life has been an eternal holiday, minutely documented and continues to be a source of inspiration for himself. Wherever there are places that share their quotes: true or presumed. The pictures that portray him are thousands. Hemingway had built a fame as a captain of ventura, expressing a strong personality, man and myth, joining the life lived in the imagination of his characters. It is in this context that his many trips to Italy are included. From the First World War to the advent of Fascism, from the Second World War to the Boom Years: both male and female acquaintances, relationships with food and wine, landscapes, loves, pleasures and tragedies of life, especially in Veneto, were fundamental to the writer. Finding how Hemingway was a forerunner of the modern public figure, we will also see how he eventually found himself victim ... ",2929
6,Irreplaceable You,2018,ActionComedy,6.4 / 10,https://yts.rs/movie/irreplaceable-you-2018," A couple who have known each other since 8 are destined to be together until death do them apart. ",4949
7,Prehistoric Astronomers,2007,DocumentaryHistory,7.1 / 10,https://yts.rs/movie/prehistoric-astronomers-2007," Cave paintings and lunar calendars exist in the caves and remains of prehistoric hunters studied recently. What if Prehistoric Man were clever enough to develop in depth scientific knowledge? As unlikely as it may seem, new data tend to prove that Prehistoric Man actually invented Astronomy. ",4747
8,Posse (1993),1993,ActionWestern,5.5 / 10,https://yts.rs/movie/posse-1993-1993," A group of mostly black infantrymen return from the Spanish-American War with a cache of gold. They travel to the West where their leader searches for the men who lynched his father. —[email protected] ",5151
9,Wuthering Heights,1939,ActionDrama,7.6 / 10,https://yts.rs/movie/wuthering-heights-1939," The story of unfortunate lovers Cathy (Merle Oberon) and Heathcliff (Sir Laurence Olivier) who, despite a deep affection for one another, are forced by circumstance and prejudice to live their lives apart. Heathcliff and Cathy first meet as children when her father, Mr. Earnshaw (Cecil Kellaway) brings the abandoned boy to live with them. When the old man dies several years later, Cathy's brother, Hindley (Hugh Williams), now the master of the estate, turns Heathcliff out, forcing him to live with the servants and working as a stable boy. The barrier of class comes between them, and she eventually marries a rich neighbor, Edgar Linton (David Niven), at which point, Heathcliff disappears. He returns several years later, now a rich man, but little can be done. ",4747
10,When You Wish Upon a Pickle: A Sesame Street Special (2018),2018,ActionAdventure,7.7 / 10,https://yts.rs/movie/when-you-wish-upon-a-pickle-a-sesame-street-special-2018-2018," After a mysterious Wish Pickle is delivered to Sesame Street, Elmo, Abby and Bert see their wishes to have jobs coming true; the three learn that if they believe in themselves and work hard, they can be anything they want to be without needing magic. —Official site ",3939
